region,year,variable,unit,value
Africa_Western,1975,population,thous pers,160687.0
Africa_Western,1975,savings-rate,rate annual,0.177516
Africa_Western,1975,fac-share-labor,share,0.269361
Africa_Western,1975,fac-share-capital,share,0.313424
Africa_Western,1975,fac-share-energy,share,0.417215
Africa_Western,1975,energy-service,million 1990$,2.129
Africa_Western,1975,total-factor-productivity,million 1990$,0.0
Africa_Western,1990,GDP,million 1990$,169425.0
Africa_Western,1990,energy-investment,million 1990$,10707.6
Africa_Western,1990,consumer-durable,million 1990$,1807.29
Africa_Western,1990,value-added,million 1990$,88878.3
Africa_Western,1990,gross-output,million 1990$,154492.0
Africa_Western,1990,savings,million 1990$,24204.6
Africa_Western,1990,investment,million 1990$,6782.64
Africa_Western,1990,capital-stock,million 1990$,381341.0
Africa_Western,1990,depreciation,million 1990$,12044.0
Africa_Western,1990,energy-service-value,million 1990$,65613.8
Africa_Western,1990,energy-net-export,million 1990$,14932.9
Africa_Western,1990,materials-net-export,million 1990$,2489.06
Africa_Western,1990,capital-net-export,million 1990$,-17422.0
Africa_Western,1990,labor-wages,million 1990$,51122.5
Africa_Western,1990,gdp-per-capita,thous 1990$ percap,0.697661
Africa_Western,1990,gdp-per-capita-ppp,thous 1990$ percap,1.50284
Africa_Western,1990,labor-force,thous pers,82975.7
Africa_Western,1990,population,thous pers,242847.0
Africa_Western,1990,savings-rate,rate annual,0.231045
Africa_Western,1990,fac-share-labor,share,0.330907
Africa_Western,1990,fac-share-capital,share,0.244386
Africa_Western,1990,fac-share-energy,share,0.424707
Africa_Western,1990,energy-service,million 1990$,35151.8
Africa_Western,1990,total-factor-productivity,million 1990$,0.0
Africa_Western,2005,GDP,million 1990$,279735.0
Africa_Western,2005,energy-investment,million 1990$,8740.15
Africa_Western,2005,consumer-durable,million 1990$,4026.93
Africa_Western,2005,value-added,million 1990$,158572.0
Africa_Western,2005,gross-output,million 1990$,248515.0
Africa_Western,2005,savings,million 1990$,40952.1
Africa_Western,2005,investment,million 1990$,33490.3
Africa_Western,2005,capital-stock,million 1990$,447874.0
Africa_Western,2005,depreciation,million 1990$,16331.7
Africa_Western,2005,energy-service-value,million 1990$,89942.7
Africa_Western,2005,energy-net-export,million 1990$,31219.9
Africa_Western,2005,materials-net-export,million 1990$,-23758.1
Africa_Western,2005,capital-net-export,million 1990$,-7461.76
Africa_Western,2005,labor-wages,million 1990$,82412.6
Africa_Western,2005,gdp-per-capita,thous 1990$ percap,0.763184
Africa_Western,2005,gdp-per-capita-ppp,thous 1990$ percap,1.64398
Africa_Western,2005,labor-force,thous pers,125145.0
Africa_Western,2005,population,thous pers,366537.0
Africa_Western,2005,savings-rate,rate annual,0.124416
Africa_Western,2005,fac-share-labor,share,0.33162
Africa_Western,2005,fac-share-capital,share,0.306459
Africa_Western,2005,fac-share-energy,share,0.36192
Africa_Western,2005,energy-service,million 1990$,71092.4
Africa_Western,2005,total-factor-productivity,million 1990$,0.0
Africa_Western,2010,GDP,million 1990$,378511.0
Africa_Western,2010,energy-investment,million 1990$,26417.0
Africa_Western,2010,consumer-durable,million 1990$,6984.82
Africa_Western,2010,value-added,million 1990$,244380.0
Africa_Western,2010,gross-output,million 1990$,317570.0
Africa_Western,2010,savings,million 1990$,38830.4
Africa_Western,2010,investment,million 1990$,37798.5
Africa_Western,2010,capital-stock,million 1990$,646986.0
Africa_Western,2010,depreciation,million 1990$,19487.0
Africa_Western,2010,energy-service-value,million 1990$,73190.0
Africa_Western,2010,energy-net-export,million 1990$,60940.7
Africa_Western,2010,materials-net-export,million 1990$,-59908.7
Africa_Western,2010,capital-net-export,million 1990$,-1031.94
Africa_Western,2010,labor-wages,million 1990$,153708.0
Africa_Western,2010,gdp-per-capita,thous 1990$ percap,0.895013
Africa_Western,2010,gdp-per-capita-ppp,thous 1990$ percap,1.92796
Africa_Western,2010,labor-force,thous pers,147285.0
Africa_Western,2010,population,thous pers,422911.0
Africa_Western,2010,savings-rate,rate annual,0.180529
Africa_Western,2010,fac-share-labor,share,0.484013
Africa_Western,2010,fac-share-capital,share,0.285519
Africa_Western,2010,fac-share-energy,share,0.230469
Africa_Western,2010,energy-service,million 1990$,96727.6
Africa_Western,2010,total-factor-productivity,million 1990$,0.0
Africa_Western,2015,GDP,million 1990$,495098.0
Africa_Western,2015,energy-investment,million 1990$,23243.1
Africa_Western,2015,consumer-durable,million 1990$,11931.7
Africa_Western,2015,value-added,million 1990$,364141.0
Africa_Western,2015,gross-output,million 1990$,435771.0
Africa_Western,2015,savings,million 1990$,75317.0
Africa_Western,2015,investment,million 1990$,59713.5
Africa_Western,2015,capital-stock,million 1990$,946982.0
Africa_Western,2015,depreciation,million 1990$,32230.3
Africa_Western,2015,energy-service-value,million 1990$,71630.3
Africa_Western,2015,energy-net-export,million 1990$,59326.6
Africa_Western,2015,materials-net-export,million 1990$,-43723.1
Africa_Western,2015,capital-net-export,million 1990$,-15603.5
Africa_Western,2015,labor-wages,million 1990$,193855.0
Africa_Western,2015,gdp-per-capita,thous 1990$ percap,1.01549
Africa_Western,2015,gdp-per-capita-ppp,thous 1990$ percap,2.18747
Africa_Western,2015,labor-force,thous pers,174281.0
Africa_Western,2015,population,thous pers,487548.0
Africa_Western,2015,savings-rate,rate annual,0.203841
Africa_Western,2015,fac-share-labor,share,0.444854
Africa_Western,2015,fac-share-capital,share,0.39077
Africa_Western,2015,fac-share-energy,share,0.164376
Africa_Western,2015,energy-service,million 1990$,132845.0
Africa_Western,2015,total-factor-productivity,million 1990$,0.0
Africa_Western,2021,GDP,million 1990$,560669.0
Africa_Western,2021,energy-investment,million 1990$,23405.2
Africa_Western,2021,consumer-durable,million 1990$,13179.0
Africa_Western,2021,value-added,million 1990$,407369.0
Africa_Western,2021,gross-output,million 1990$,538396.0
Africa_Western,2021,savings,million 1990$,112853.0
Africa_Western,2021,investment,million 1990$,83697.7
Africa_Western,2021,capital-stock,million 1990$,1130990.0
Africa_Western,2021,depreciation,million 1990$,45705.1
Africa_Western,2021,energy-service-value,million 1990$,131027.0
Africa_Western,2021,energy-net-export,million 1990$,22273.2
Africa_Western,2021,materials-net-export,million 1990$,6882.05
Africa_Western,2021,capital-net-export,million 1990$,-29155.3
Africa_Western,2021,labor-wages,million 1990$,217385.0
Africa_Western,2021,gdp-per-capita,thous 1990$ percap,0.97626
Africa_Western,2021,gdp-per-capita-ppp,thous 1990$ percap,2.10297
Africa_Western,2021,labor-force,thous pers,209018.0
Africa_Western,2021,population,thous pers,574303.0
Africa_Western,2021,savings-rate,rate annual,0.214536
Africa_Western,2021,fac-share-labor,share,0.403764
Africa_Western,2021,fac-share-capital,share,0.35287
Africa_Western,2021,fac-share-energy,share,0.243366
Africa_Western,2021,energy-service,million 1990$,151109.0
Africa_Western,2021,total-factor-productivity,million 1990$,0.0
Africa_Western,2025,GDP,million 1990$,653379.0
Africa_Western,2025,energy-investment,million 1990$,54459.7
Africa_Western,2025,consumer-durable,million 1990$,8100.12
Africa_Western,2025,value-added,million 1990$,476614.0
Africa_Western,2025,gross-output,million 1990$,632183.0
Africa_Western,2025,savings,million 1990$,133463.0
Africa_Western,2025,investment,million 1990$,112638.0
Africa_Western,2025,capital-stock,million 1990$,1217310.0
Africa_Western,2025,depreciation,million 1990$,52897.5
Africa_Western,2025,energy-service-value,million 1990$,155569.0
Africa_Western,2025,energy-net-export,million 1990$,21196.1
Africa_Western,2025,materials-net-export,million 1990$,-370.88
Africa_Western,2025,capital-net-export,million 1990$,-20825.2
Africa_Western,2025,labor-wages,million 1990$,252630.0
Africa_Western,2025,gdp-per-capita,thous 1990$ percap,1.02476
Africa_Western,2025,gdp-per-capita-ppp,thous 1990$ percap,2.20745
Africa_Western,2025,labor-force,thous pers,236018.0
Africa_Western,2025,population,thous pers,637591.0
Africa_Western,2025,savings-rate,rate annual,0.209706
Africa_Western,2025,fac-share-labor,share,0.399615
Africa_Western,2025,fac-share-capital,share,0.354302
Africa_Western,2025,fac-share-energy,share,0.246083
Africa_Western,2025,energy-service,million 1990$,171820.0
Africa_Western,2025,total-factor-productivity,million 1990$,1.05585
Africa_Western,2030,GDP,million 1990$,814022.0
Africa_Western,2030,energy-investment,million 1990$,51210.0
Africa_Western,2030,consumer-durable,million 1990$,15681.5
Africa_Western,2030,value-added,million 1990$,592081.0
Africa_Western,2030,gross-output,million 1990$,794414.0
Africa_Western,2030,savings,million 1990$,152376.0
Africa_Western,2030,investment,million 1990$,141963.0
Africa_Western,2030,capital-stock,million 1990$,1319630.0
Africa_Western,2030,depreciation,million 1990$,56935.0
Africa_Western,2030,energy-service-value,million 1990$,202333.0
Africa_Western,2030,energy-net-export,million 1990$,19608.1
Africa_Western,2030,materials-net-export,million 1990$,-9195.47
Africa_Western,2030,capital-net-export,million 1990$,-10412.6
Africa_Western,2030,labor-wages,million 1990$,310709.0
Africa_Western,2030,gdp-per-capita,thous 1990$ percap,1.12514
Africa_Western,2030,gdp-per-capita-ppp,thous 1990$ percap,2.42367
Africa_Western,2030,labor-force,thous pers,274564.0
Africa_Western,2030,population,thous pers,723488.0
Africa_Western,2030,savings-rate,rate annual,0.212363
Africa_Western,2030,fac-share-labor,share,0.391117
Africa_Western,2030,fac-share-capital,share,0.354188
Africa_Western,2030,fac-share-energy,share,0.254695
Africa_Western,2030,energy-service,million 1990$,211907.0
Africa_Western,2030,total-factor-productivity,million 1990$,1.15242
Africa_Western,2035,GDP,million 1990$,1057760.0
Africa_Western,2035,energy-investment,million 1990$,72254.5
Africa_Western,2035,consumer-durable,million 1990$,25059.3
Africa_Western,2035,value-added,million 1990$,767646.0
Africa_Western,2035,gross-output,million 1990$,1039990.0
Africa_Western,2035,savings,million 1990$,192002.0
Africa_Western,2035,investment,million 1990$,192002.0
Africa_Western,2035,capital-stock,million 1990$,1608290.0
Africa_Western,2035,depreciation,million 1990$,61720.3
Africa_Western,2035,energy-service-value,million 1990$,272349.0
Africa_Western,2035,energy-net-export,million 1990$,17760.7
Africa_Western,2035,materials-net-export,million 1990$,-17760.7
Africa_Western,2035,capital-net-export,million 1990$,0.0
Africa_Western,2035,labor-wages,million 1990$,405939.0
Africa_Western,2035,gdp-per-capita,thous 1990$ percap,1.29774
Africa_Western,2035,gdp-per-capita-ppp,thous 1990$ percap,2.79547
Africa_Western,2035,labor-force,thous pers,317038.0
Africa_Western,2035,population,thous pers,815076.0
Africa_Western,2035,savings-rate,rate annual,0.222738
Africa_Western,2035,fac-share-labor,share,0.390329
Africa_Western,2035,fac-share-capital,share,0.347796
Africa_Western,2035,fac-share-energy,share,0.261875
Africa_Western,2035,energy-service,million 1990$,270560.0
Africa_Western,2035,total-factor-productivity,million 1990$,1.24918
Africa_Western,2040,GDP,million 1990$,1358530.0
Africa_Western,2040,energy-investment,million 1990$,99106.0
Africa_Western,2040,consumer-durable,million 1990$,29228.2
Africa_Western,2040,value-added,million 1990$,983621.0
Africa_Western,2040,gross-output,million 1990$,1342600.0
Africa_Western,2040,savings,million 1990$,260466.0
Africa_Western,2040,investment,million 1990$,260466.0
Africa_Western,2040,capital-stock,million 1990$,2008690.0
Africa_Western,2040,depreciation,million 1990$,75221.2
Africa_Western,2040,energy-service-value,million 1990$,358982.0
Africa_Western,2040,energy-net-export,million 1990$,15923.9
Africa_Western,2040,materials-net-export,million 1990$,-15923.9
Africa_Western,2040,capital-net-export,million 1990$,0.0
Africa_Western,2040,labor-wages,million 1990$,526661.0
Africa_Western,2040,gdp-per-capita,thous 1990$ percap,1.49062
Africa_Western,2040,gdp-per-capita-ppp,thous 1990$ percap,3.21097
Africa_Western,2040,labor-force,thous pers,362387.0
Africa_Western,2040,population,thous pers,911381.0
Africa_Western,2040,savings-rate,rate annual,0.231306
Africa_Western,2040,fac-share-labor,share,0.392268
Africa_Western,2040,fac-share-capital,share,0.340354
Africa_Western,2040,fac-share-energy,share,0.267377
Africa_Western,2040,energy-service,million 1990$,341109.0
Africa_Western,2040,total-factor-productivity,million 1990$,1.33344
Africa_Western,2045,GDP,million 1990$,1734680.0
Africa_Western,2045,energy-investment,million 1990$,116230.0
Africa_Western,2045,consumer-durable,million 1990$,36630.3
Africa_Western,2045,value-added,million 1990$,1251790.0
Africa_Western,2045,gross-output,million 1990$,1720450.0
Africa_Western,2045,savings,million 1990$,346169.0
Africa_Western,2045,investment,million 1990$,346169.0
Africa_Western,2045,capital-stock,million 1990$,2572830.0
Africa_Western,2045,depreciation,million 1990$,93948.5
Africa_Western,2045,energy-service-value,million 1990$,468656.0
Africa_Western,2045,energy-net-export,million 1990$,14239.4
Africa_Western,2045,materials-net-export,million 1990$,-14239.4
Africa_Western,2045,capital-net-export,million 1990$,0.0
Africa_Western,2045,labor-wages,million 1990$,681712.0
Africa_Western,2045,gdp-per-capita,thous 1990$ percap,1.71653
Africa_Western,2045,gdp-per-capita-ppp,thous 1990$ percap,3.69759
Africa_Western,2045,labor-force,thous pers,410478.0
Africa_Western,2045,population,thous pers,1010580.0
Africa_Western,2045,savings-rate,rate annual,0.239373
Africa_Western,2045,fac-share-labor,share,0.396241
Africa_Western,2045,fac-share-capital,share,0.331355
Africa_Western,2045,fac-share-energy,share,0.272404
Africa_Western,2045,energy-service,million 1990$,430250.0
Africa_Western,2045,total-factor-productivity,million 1990$,1.4061
Africa_Western,2050,GDP,million 1990$,2205710.0
Africa_Western,2050,energy-investment,million 1990$,146001.0
Africa_Western,2050,consumer-durable,million 1990$,42125.8
Africa_Western,2050,value-added,million 1990$,1587490.0
Africa_Western,2050,gross-output,million 1990$,2193000.0
Africa_Western,2050,savings,million 1990$,456011.0
Africa_Western,2050,investment,million 1990$,456011.0
Africa_Western,2050,capital-stock,million 1990$,3405320.0
Africa_Western,2050,depreciation,million 1990$,120334.0
Africa_Western,2050,energy-service-value,million 1990$,605512.0
Africa_Western,2050,energy-net-export,million 1990$,12711.4
Africa_Western,2050,materials-net-export,million 1990$,-12711.4
Africa_Western,2050,capital-net-export,million 1990$,0.0
Africa_Western,2050,labor-wages,million 1990$,883906.0
Africa_Western,2050,gdp-per-capita,thous 1990$ percap,1.98585
Africa_Western,2050,gdp-per-capita-ppp,thous 1990$ percap,4.27773
Africa_Western,2050,labor-force,thous pers,460914.0
Africa_Western,2050,population,thous pers,1110720.0
Africa_Western,2050,savings-rate,rate annual,0.247342
Africa_Western,2050,fac-share-labor,share,0.403058
Africa_Western,2050,fac-share-capital,share,0.320831
Africa_Western,2050,fac-share-energy,share,0.276111
Africa_Western,2050,energy-service,million 1990$,539906.0
Africa_Western,2050,total-factor-productivity,million 1990$,1.46743
Africa_Western,2055,GDP,million 1990$,2792800.0
Africa_Western,2055,energy-investment,million 1990$,173948.0
Africa_Western,2055,consumer-durable,million 1990$,58625.0
Africa_Western,2055,value-added,million 1990$,2003900.0
Africa_Western,2055,gross-output,million 1990$,2777800.0
Africa_Western,2055,savings,million 1990$,597412.0
Africa_Western,2055,investment,million 1990$,597412.0
Africa_Western,2055,capital-stock,million 1990$,4543800.0
Africa_Western,2055,depreciation,million 1990$,159270.0
Africa_Western,2055,energy-service-value,million 1990$,773903.0
Africa_Western,2055,energy-net-export,million 1990$,15001.7
Africa_Western,2055,materials-net-export,million 1990$,-15001.7
Africa_Western,2055,capital-net-export,million 1990$,0.0
Africa_Western,2055,labor-wages,million 1990$,1142450.0
Africa_Western,2055,gdp-per-capita,thous 1990$ percap,2.30971
Africa_Western,2055,gdp-per-capita-ppp,thous 1990$ percap,4.97537
Africa_Western,2055,labor-force,thous pers,513449.0
Africa_Western,2055,population,thous pers,1209160.0
Africa_Western,2055,savings-rate,rate annual,0.255346
Africa_Western,2055,fac-share-labor,share,0.411278
Africa_Western,2055,fac-share-capital,share,0.310119
Africa_Western,2055,fac-share-energy,share,0.278603
Africa_Western,2055,energy-service,million 1990$,667131.0
Africa_Western,2055,total-factor-productivity,million 1990$,1.53155
Africa_Western,2060,GDP,million 1990$,3516600.0
Africa_Western,2060,energy-investment,million 1990$,201745.0
Africa_Western,2060,consumer-durable,million 1990$,72948.5
Africa_Western,2060,value-added,million 1990$,2520050.0
Africa_Western,2060,gross-output,million 1990$,3506450.0
Africa_Western,2060,savings,million 1990$,778777.0
Africa_Western,2060,investment,million 1990$,778777.0
Africa_Western,2060,capital-stock,million 1990$,6063290.0
Africa_Western,2060,depreciation,million 1990$,212518.0
Africa_Western,2060,energy-service-value,million 1990$,986406.0
Africa_Western,2060,energy-net-export,million 1990$,10145.7
Africa_Western,2060,materials-net-export,million 1990$,-10145.7
Africa_Western,2060,capital-net-export,million 1990$,0.0
Africa_Western,2060,labor-wages,million 1990$,1471780.0
Africa_Western,2060,gdp-per-capita,thous 1990$ percap,2.69585
Africa_Western,2060,gdp-per-capita-ppp,thous 1990$ percap,5.80715
Africa_Western,2060,labor-force,thous pers,566545.0
Africa_Western,2060,population,thous pers,1304450.0
Africa_Western,2060,savings-rate,rate annual,0.263078
Africa_Western,2060,fac-share-labor,share,0.419735
Africa_Western,2060,fac-share-capital,share,0.298953
Africa_Western,2060,fac-share-energy,share,0.281312
Africa_Western,2060,energy-service,million 1990$,819470.0
Africa_Western,2060,total-factor-productivity,million 1990$,1.60465
Africa_Western,2065,GDP,million 1990$,4397750.0
Africa_Western,2065,energy-investment,million 1990$,232924.0
Africa_Western,2065,consumer-durable,million 1990$,89493.7
Africa_Western,2065,value-added,million 1990$,3145890.0
Africa_Western,2065,gross-output,million 1990$,4391650.0
Africa_Western,2065,savings,million 1990$,1007800.0
Africa_Western,2065,investment,million 1990$,1007800.0
Africa_Western,2065,capital-stock,million 1990$,8110260.0
Africa_Western,2065,depreciation,million 1990$,283586.0
Africa_Western,2065,energy-service-value,million 1990$,1245750.0
Africa_Western,2065,energy-net-export,million 1990$,6102.86
Africa_Western,2065,materials-net-export,million 1990$,-6102.86
Africa_Western,2065,capital-net-export,million 1990$,0.0
Africa_Western,2065,labor-wages,million 1990$,1883590.0
Africa_Western,2065,gdp-per-capita,thous 1990$ percap,3.15126
Africa_Western,2065,gdp-per-capita-ppp,thous 1990$ percap,6.78816
Africa_Western,2065,labor-force,thous pers,618576.0
Africa_Western,2065,population,thous pers,1395550.0
Africa_Western,2065,savings-rate,rate annual,0.270231
Africa_Western,2065,fac-share-labor,share,0.428903
Africa_Western,2065,fac-share-capital,share,0.287433
Africa_Western,2065,fac-share-energy,share,0.283664
Africa_Western,2065,energy-service,million 1990$,994942.0
Africa_Western,2065,total-factor-productivity,million 1990$,1.68309
Africa_Western,2070,GDP,million 1990$,5448050.0
Africa_Western,2070,energy-investment,million 1990$,262595.0
Africa_Western,2070,consumer-durable,million 1990$,110098.0
Africa_Western,2070,value-added,million 1990$,3891710.0
Africa_Western,2070,gross-output,million 1990$,5447560.0
Africa_Western,2070,savings,million 1990$,1291780.0
Africa_Western,2070,investment,million 1990$,1291780.0
Africa_Western,2070,capital-stock,million 1990$,10797100.0
Africa_Western,2070,depreciation,million 1990$,379325.0
Africa_Western,2070,energy-service-value,million 1990$,1555850.0
Africa_Western,2070,energy-net-export,million 1990$,486.156
Africa_Western,2070,materials-net-export,million 1990$,-486.156
Africa_Western,2070,capital-net-export,million 1990$,0.0
Africa_Western,2070,labor-wages,million 1990$,2388850.0
Africa_Western,2070,gdp-per-capita,thous 1990$ percap,3.67775
Africa_Western,2070,gdp-per-capita-ppp,thous 1990$ percap,7.92227
Africa_Western,2070,labor-force,thous pers,667062.0
Africa_Western,2070,population,thous pers,1481360.0
Africa_Western,2070,savings-rate,rate annual,0.276344
Africa_Western,2070,fac-share-labor,share,0.438518
Africa_Western,2070,fac-share-capital,share,0.275877
Africa_Western,2070,fac-share-energy,share,0.285606
Africa_Western,2070,energy-service,million 1990$,1188160.0
Africa_Western,2070,total-factor-productivity,million 1990$,1.77227
Africa_Western,2075,GDP,million 1990$,6684310.0
Africa_Western,2075,energy-investment,million 1990$,293842.0
Africa_Western,2075,consumer-durable,million 1990$,131676.0
Africa_Western,2075,value-added,million 1990$,4767120.0
Africa_Western,2075,gross-output,million 1990$,6692660.0
Africa_Western,2075,savings,million 1990$,1633600.0
Africa_Western,2075,investment,million 1990$,1633600.0
Africa_Western,2075,capital-stock,million 1990$,14239300.0
Africa_Western,2075,depreciation,million 1990$,504991.0
Africa_Western,2075,energy-service-value,million 1990$,1925540.0
Africa_Western,2075,energy-net-export,million 1990$,-8350.53
Africa_Western,2075,materials-net-export,million 1990$,8350.53
Africa_Western,2075,capital-net-export,million 1990$,0.0
Africa_Western,2075,labor-wages,million 1990$,2998010.0
Africa_Western,2075,gdp-per-capita,thous 1990$ percap,4.28267
Africa_Western,2075,gdp-per-capita-ppp,thous 1990$ percap,9.22535
Africa_Western,2075,labor-force,thous pers,710657.0
Africa_Western,2075,population,thous pers,1560780.0
Africa_Western,2075,savings-rate,rate annual,0.281425
Africa_Western,2075,fac-share-labor,share,0.447954
Africa_Western,2075,fac-share-capital,share,0.264336
Africa_Western,2075,fac-share-energy,share,0.28771
Africa_Western,2075,energy-service,million 1990$,1400880.0
Africa_Western,2075,total-factor-productivity,million 1990$,1.87403
Africa_Western,2080,GDP,million 1990$,8118120.0
Africa_Western,2080,energy-investment,million 1990$,321111.0
Africa_Western,2080,consumer-durable,million 1990$,154195.0
Africa_Western,2080,value-added,million 1990$,5790650.0
Africa_Western,2080,gross-output,million 1990$,8153660.0
Africa_Western,2080,savings,million 1990$,2038250.0
Africa_Western,2080,investment,million 1990$,2038250.0
Africa_Western,2080,capital-stock,million 1990$,18550400.0
Africa_Western,2080,depreciation,million 1990$,665984.0
Africa_Western,2080,energy-service-value,million 1990$,2363010.0
Africa_Western,2080,energy-net-export,million 1990$,-35543.7
Africa_Western,2080,materials-net-export,million 1990$,35543.7
Africa_Western,2080,capital-net-export,million 1990$,0.0
Africa_Western,2080,labor-wages,million 1990$,3727080.0
Africa_Western,2080,gdp-per-capita,thous 1990$ percap,4.97327
Africa_Western,2080,gdp-per-capita-ppp,thous 1990$ percap,10.713
Africa_Western,2080,labor-force,thous pers,748666.0
Africa_Western,2080,population,thous pers,1632350.0
Africa_Western,2080,savings-rate,rate annual,0.285493
Africa_Western,2080,fac-share-labor,share,0.457105
Africa_Western,2080,fac-share-capital,share,0.253085
Africa_Western,2080,fac-share-energy,share,0.28981
Africa_Western,2080,energy-service,million 1990$,1627260.0
Africa_Western,2080,total-factor-productivity,million 1990$,1.9943
Africa_Western,2085,GDP,million 1990$,9763210.0
Africa_Western,2085,energy-investment,million 1990$,348911.0
Africa_Western,2085,consumer-durable,million 1990$,177164.0
Africa_Western,2085,value-added,million 1990$,6964370.0
Africa_Western,2085,gross-output,million 1990$,9836790.0
Africa_Western,2085,savings,million 1990$,2508490.0
Africa_Western,2085,investment,million 1990$,2508490.0
Africa_Western,2085,capital-stock,million 1990$,23858000.0
Africa_Western,2085,depreciation,million 1990$,867623.0
Africa_Western,2085,energy-service-value,million 1990$,2872420.0
Africa_Western,2085,energy-net-export,million 1990$,-73581.4
Africa_Western,2085,materials-net-export,million 1990$,73581.4
Africa_Western,2085,capital-net-export,million 1990$,0.0
Africa_Western,2085,labor-wages,million 1990$,4581980.0
Africa_Western,2085,gdp-per-capita,thous 1990$ percap,5.75978
Africa_Western,2085,gdp-per-capita-ppp,thous 1990$ percap,12.4072
Africa_Western,2085,labor-force,thous pers,780919.0
Africa_Western,2085,population,thous pers,1695070.0
Africa_Western,2085,savings-rate,rate annual,0.288674
Africa_Western,2085,fac-share-labor,share,0.4658
Africa_Western,2085,fac-share-capital,share,0.242193
Africa_Western,2085,fac-share-energy,share,0.292007
Africa_Western,2085,energy-service,million 1990$,1865490.0
Africa_Western,2085,total-factor-productivity,million 1990$,2.13068
Africa_Western,2090,GDP,million 1990$,11633900.0
Africa_Western,2090,energy-investment,million 1990$,383354.0
Africa_Western,2090,consumer-durable,million 1990$,203421.0
Africa_Western,2090,value-added,million 1990$,8275560.0
Africa_Western,2090,gross-output,million 1990$,11733700.0
Africa_Western,2090,savings,million 1990$,3047880.0
Africa_Western,2090,investment,million 1990$,3047880.0
Africa_Western,2090,capital-stock,million 1990$,30260200.0
Africa_Western,2090,depreciation,million 1990$,1115860.0
Africa_Western,2090,energy-service-value,million 1990$,3458170.0
Africa_Western,2090,energy-net-export,million 1990$,-99839.5
Africa_Western,2090,materials-net-export,million 1990$,99839.5
Africa_Western,2090,capital-net-export,million 1990$,0.0
Africa_Western,2090,labor-wages,million 1990$,5557830.0
Africa_Western,2090,gdp-per-capita,thous 1990$ percap,6.65495
Africa_Western,2090,gdp-per-capita-ppp,thous 1990$ percap,14.3355
Africa_Western,2090,labor-force,thous pers,807191.0
Africa_Western,2090,population,thous pers,1748160.0
Africa_Western,2090,savings-rate,rate annual,0.291118
Africa_Western,2090,fac-share-labor,share,0.473663
Africa_Western,2090,fac-share-capital,share,0.231617
Africa_Western,2090,fac-share-energy,share,0.29472
Africa_Western,2090,energy-service,million 1990$,2119930.0
Africa_Western,2090,total-factor-productivity,million 1990$,2.27827
Africa_Western,2095,GDP,million 1990$,13740500.0
Africa_Western,2095,energy-investment,million 1990$,413714.0
Africa_Western,2095,consumer-durable,million 1990$,228054.0
Africa_Western,2095,value-added,million 1990$,9737770.0
Africa_Western,2095,gross-output,million 1990$,13867400.0
Africa_Western,2095,savings,million 1990$,3660300.0
Africa_Western,2095,investment,million 1990$,3660300.0
Africa_Western,2095,capital-stock,million 1990$,37811200.0
Africa_Western,2095,depreciation,million 1990$,1415300.0
Africa_Western,2095,energy-service-value,million 1990$,4129590.0
Africa_Western,2095,energy-net-export,million 1990$,-126862.0
Africa_Western,2095,materials-net-export,million 1990$,126862.0
Africa_Western,2095,capital-net-export,million 1990$,0.0
Africa_Western,2095,labor-wages,million 1990$,6666970.0
Africa_Western,2095,gdp-per-capita,thous 1990$ percap,7.67275
Africa_Western,2095,gdp-per-capita-ppp,thous 1990$ percap,16.5279
Africa_Western,2095,labor-force,thous pers,826283.0
Africa_Western,2095,population,thous pers,1790820.0
Africa_Western,2095,savings-rate,rate annual,0.292942
Africa_Western,2095,fac-share-labor,share,0.480767
Africa_Western,2095,fac-share-capital,share,0.221441
Africa_Western,2095,fac-share-energy,share,0.297792
Africa_Western,2095,energy-service,million 1990$,2383100.0
Africa_Western,2095,total-factor-productivity,million 1990$,2.44539
Africa_Western,2100,GDP,million 1990$,16089500.0
Africa_Western,2100,energy-investment,million 1990$,443200.0
Africa_Western,2100,consumer-durable,million 1990$,250414.0
Africa_Western,2100,value-added,million 1990$,11357300.0
Africa_Western,2100,gross-output,million 1990$,16244300.0
Africa_Western,2100,savings,million 1990$,4348140.0
Africa_Western,2100,investment,million 1990$,4348140.0
Africa_Western,2100,capital-stock,million 1990$,46635800.0
Africa_Western,2100,depreciation,million 1990$,1768470.0
Africa_Western,2100,energy-service-value,million 1990$,4886980.0
Africa_Western,2100,energy-net-export,million 1990$,-154813.0
Africa_Western,2100,materials-net-export,million 1990$,154813.0
Africa_Western,2100,capital-net-export,million 1990$,0.0
Africa_Western,2100,labor-wages,million 1990$,7918270.0
Africa_Western,2100,gdp-per-capita,thous 1990$ percap,8.82546
Africa_Western,2100,gdp-per-capita-ppp,thous 1990$ percap,19.011
Africa_Western,2100,labor-force,thous pers,837861.0
Africa_Western,2100,population,thous pers,1823070.0
Africa_Western,2100,savings-rate,rate annual,0.294178
Africa_Western,2100,fac-share-labor,share,0.48745
Africa_Western,2100,fac-share-capital,share,0.211707
Africa_Western,2100,fac-share-energy,share,0.300843
Africa_Western,2100,energy-service,million 1990$,2643070.0
Africa_Western,2100,total-factor-productivity,million 1990$,2.63598
Australia_NZ,1975,GDP,million 1990$,264522.0
Australia_NZ,1975,energy-investment,million 1990$,2928.03
Australia_NZ,1975,consumer-durable,million 1990$,0.141933
Australia_NZ,1975,value-added,million 1990$,208210.0
