region,year,variable,unit,value
South America_Southern,2100,fac-share-labor,share,0.581869
South America_Southern,2100,fac-share-capital,share,0.20913
South America_Southern,2100,fac-share-energy,share,0.209001
South America_Southern,2100,energy-service,million 1990$,444369.0
South America_Southern,2100,total-factor-productivity,million 1990$,2.92115
South Asia,1975,GDP,million 1990$,32998.0
South Asia,1975,energy-investment,million 1990$,278.806
South Asia,1975,consumer-durable,million 1990$,0.141933
South Asia,1975,value-added,million 1990$,17835.8
South Asia,1975,gross-output,million 1990$,33000.1
South Asia,1975,savings,million 1990$,1378.36
South Asia,1975,investment,million 1990$,2303.76
South Asia,1975,capital-stock,million 1990$,57897.3
South Asia,1975,depreciation,million 1990$,1719.26
South Asia,1975,energy-service-value,million 1990$,15164.3
South Asia,1975,energy-net-export,million 1990$,-2.129
South Asia,1975,materials-net-export,million 1990$,-923.267
South Asia,1975,capital-net-export,million 1990$,925.396
South Asia,1975,labor-wages,million 1990$,2587.71
South Asia,1975,gdp-per-capita,thous 1990$ percap,0.287084
South Asia,1975,gdp-per-capita-ppp,thous 1990$ percap,0.845327
South Asia,1975,labor-force,thous pers,40085.2
South Asia,1975,population,thous pers,114942.0
South Asia,1975,savings-rate,rate annual,0.041771
South Asia,1975,fac-share-labor,share,0.0784152
South Asia,1975,fac-share-capital,share,0.462063
South Asia,1975,fac-share-energy,share,0.459522
South Asia,1975,energy-service,million 1990$,2.129
South Asia,1975,total-factor-productivity,million 1990$,0.0
South Asia,1990,GDP,million 1990$,55213.0
South Asia,1990,energy-investment,million 1990$,924.305
South Asia,1990,consumer-durable,million 1990$,625.127
South Asia,1990,value-added,million 1990$,25565.4
South Asia,1990,gross-output,million 1990$,55623.7
South Asia,1990,savings,million 1990$,1378.5
South Asia,1990,investment,million 1990$,3021.46
South Asia,1990,capital-stock,million 1990$,122707.0
South Asia,1990,depreciation,million 1990$,1719.26
South Asia,1990,energy-service-value,million 1990$,30058.2
South Asia,1990,energy-net-export,million 1990$,-410.652
South Asia,1990,materials-net-export,million 1990$,-1232.31
South Asia,1990,capital-net-export,million 1990$,1642.96
South Asia,1990,labor-wages,million 1990$,4668.45
South Asia,1990,gdp-per-capita,thous 1990$ percap,0.355191
South Asia,1990,gdp-per-capita-ppp,thous 1990$ percap,1.04587
South Asia,1990,labor-force,thous pers,52698.2
South Asia,1990,population,thous pers,155446.0
South Asia,1990,savings-rate,rate annual,0.083418
South Asia,1990,fac-share-labor,share,0.0839292
South Asia,1990,fac-share-capital,share,0.375685
South Asia,1990,fac-share-energy,share,0.540386
South Asia,1990,energy-service,million 1990$,10505.8
South Asia,1990,total-factor-productivity,million 1990$,0.0
South Asia,2005,GDP,million 1990$,108696.0
South Asia,2005,energy-investment,million 1990$,3370.98
South Asia,2005,consumer-durable,million 1990$,1379.38
South Asia,2005,value-added,million 1990$,52576.8
South Asia,2005,gross-output,million 1990$,110090.0
South Asia,2005,savings,million 1990$,5230.89
South Asia,2005,investment,million 1990$,8658.71
South Asia,2005,capital-stock,million 1990$,257763.0
South Asia,2005,depreciation,million 1990$,4753.29
South Asia,2005,energy-service-value,million 1990$,57513.4
South Asia,2005,energy-net-export,million 1990$,-1394.24
South Asia,2005,materials-net-export,million 1990$,-2033.59
South Asia,2005,capital-net-export,million 1990$,3427.83
South Asia,2005,labor-wages,million 1990$,9117.86
South Asia,2005,gdp-per-capita,thous 1990$ percap,0.512106
South Asia,2005,gdp-per-capita-ppp,thous 1990$ percap,1.50791
South Asia,2005,labor-force,thous pers,76500.9
South Asia,2005,population,thous pers,212253.0
South Asia,2005,savings-rate,rate annual,0.170301
South Asia,2005,fac-share-labor,share,0.0828217
South Asia,2005,fac-share-capital,share,0.394758
South Asia,2005,fac-share-energy,share,0.522421
South Asia,2005,energy-service,million 1990$,24071.4
South Asia,2005,total-factor-productivity,million 1990$,0.0
South Asia,2010,GDP,million 1990$,155334.0
South Asia,2010,energy-investment,million 1990$,6016.15
South Asia,2010,consumer-durable,million 1990$,4401.7
South Asia,2010,value-added,million 1990$,74305.6
South Asia,2010,gross-output,million 1990$,158138.0
South Asia,2010,savings,million 1990$,19890.4
South Asia,2010,investment,million 1990$,24570.5
South Asia,2010,capital-stock,million 1990$,382343.0
South Asia,2010,depreciation,million 1990$,9938.56
South Asia,2010,energy-service-value,million 1990$,83832.1
South Asia,2010,energy-net-export,million 1990$,-2803.75
South Asia,2010,materials-net-export,million 1990$,-1876.34
South Asia,2010,capital-net-export,million 1990$,4680.09
South Asia,2010,labor-wages,million 1990$,13242.7
South Asia,2010,gdp-per-capita,thous 1990$ percap,0.68891
South Asia,2010,gdp-per-capita-ppp,thous 1990$ percap,2.02852
South Asia,2010,labor-force,thous pers,86463.1
South Asia,2010,population,thous pers,225478.0
South Asia,2010,savings-rate,rate annual,0.209048
South Asia,2010,fac-share-labor,share,0.0837414
South Asia,2010,fac-share-capital,share,0.386138
South Asia,2010,fac-share-energy,share,0.530121
South Asia,2010,energy-service,million 1990$,42872.7
South Asia,2010,total-factor-productivity,million 1990$,0.0
South Asia,2015,GDP,million 1990$,220887.0
South Asia,2015,energy-investment,million 1990$,8782.41
South Asia,2015,consumer-durable,million 1990$,4398.7
South Asia,2015,value-added,million 1990$,110652.0
South Asia,2015,gross-output,million 1990$,224937.0
South Asia,2015,savings,million 1990$,36874.0
South Asia,2015,investment,million 1990$,45403.6
South Asia,2015,capital-stock,million 1990$,593635.0
South Asia,2015,depreciation,million 1990$,15310.9
South Asia,2015,energy-service-value,million 1990$,114285.0
South Asia,2015,energy-net-export,million 1990$,-4049.74
South Asia,2015,materials-net-export,million 1990$,-4479.93
South Asia,2015,capital-net-export,million 1990$,8529.67
South Asia,2015,labor-wages,million 1990$,20514.7
South Asia,2015,gdp-per-capita,thous 1990$ percap,0.913855
South Asia,2015,gdp-per-capita-ppp,thous 1990$ percap,2.69087
South Asia,2015,labor-force,thous pers,97017.6
South Asia,2015,population,thous pers,241709.0
South Asia,2015,savings-rate,rate annual,0.229398
South Asia,2015,fac-share-labor,share,0.091202
South Asia,2015,fac-share-capital,share,0.400724
South Asia,2015,fac-share-energy,share,0.508074
South Asia,2015,energy-service,million 1990$,56216.7
South Asia,2015,total-factor-productivity,million 1990$,0.0
South Asia,2021,GDP,million 1990$,301187.0
South Asia,2021,energy-investment,million 1990$,13997.2
South Asia,2021,consumer-durable,million 1990$,5440.5
South Asia,2021,value-added,million 1990$,150883.0
South Asia,2021,gross-output,million 1990$,306175.0
South Asia,2021,savings,million 1990$,55069.7
South Asia,2021,investment,million 1990$,67850.5
South Asia,2021,capital-stock,million 1990$,833469.0
South Asia,2021,depreciation,million 1990$,24120.0
South Asia,2021,energy-service-value,million 1990$,155292.0
South Asia,2021,energy-net-export,million 1990$,-4988.04
South Asia,2021,materials-net-export,million 1990$,-7792.68
South Asia,2021,capital-net-export,million 1990$,12780.7
South Asia,2021,labor-wages,million 1990$,26196.6
South Asia,2021,gdp-per-capita,thous 1990$ percap,1.1471
South Asia,2021,gdp-per-capita-ppp,thous 1990$ percap,3.37768
South Asia,2021,labor-force,thous pers,107255.0
South Asia,2021,population,thous pers,262563.0
South Asia,2021,savings-rate,rate annual,0.27095
South Asia,2021,fac-share-labor,share,0.0855609
South Asia,2021,fac-share-capital,share,0.407239
South Asia,2021,fac-share-energy,share,0.5072
South Asia,2021,energy-service,million 1990$,67552.8
South Asia,2021,total-factor-productivity,million 1990$,0.0
South Asia,2025,GDP,million 1990$,365198.0
South Asia,2025,energy-investment,million 1990$,19482.7
South Asia,2025,consumer-durable,million 1990$,3684.73
South Asia,2025,value-added,million 1990$,182083.0
South Asia,2025,gross-output,million 1990$,370833.0
South Asia,2025,savings,million 1990$,87047.1
South Asia,2025,investment,million 1990$,96176.2
South Asia,2025,capital-stock,million 1990$,994584.0
South Asia,2025,depreciation,million 1990$,33916.4
South Asia,2025,energy-service-value,million 1990$,188749.0
South Asia,2025,energy-net-export,million 1990$,-5634.83
South Asia,2025,materials-net-export,million 1990$,-3494.25
South Asia,2025,capital-net-export,million 1990$,9129.09
South Asia,2025,labor-wages,million 1990$,32485.8
South Asia,2025,gdp-per-capita,thous 1990$ percap,1.32111
South Asia,2025,gdp-per-capita-ppp,thous 1990$ percap,3.89006
South Asia,2025,labor-force,thous pers,114647.0
South Asia,2025,population,thous pers,276432.0
South Asia,2025,savings-rate,rate annual,0.274766
South Asia,2025,fac-share-labor,share,0.0876023
South Asia,2025,fac-share-capital,share,0.40341
South Asia,2025,fac-share-energy,share,0.508988
South Asia,2025,energy-service,million 1990$,80203.2
South Asia,2025,total-factor-productivity,million 1990$,1.02734
South Asia,2030,GDP,million 1990$,496081.0
South Asia,2030,energy-investment,million 1990$,26656.3
South Asia,2030,consumer-durable,million 1990$,6042.34
South Asia,2030,value-added,million 1990$,241029.0
South Asia,2030,gross-output,million 1990$,503262.0
South Asia,2030,savings,million 1990$,106941.0
South Asia,2030,investment,million 1990$,111505.0
South Asia,2030,capital-stock,million 1990$,1215210.0
South Asia,2030,depreciation,million 1990$,40472.6
South Asia,2030,energy-service-value,million 1990$,262234.0
South Asia,2030,energy-net-export,million 1990$,-7181.35
South Asia,2030,materials-net-export,million 1990$,2616.81
South Asia,2030,capital-net-export,million 1990$,4564.54
South Asia,2030,labor-wages,million 1990$,44445.5
South Asia,2030,gdp-per-capita,thous 1990$ percap,1.69592
South Asia,2030,gdp-per-capita-ppp,thous 1990$ percap,4.99369
South Asia,2030,labor-force,thous pers,122460.0
South Asia,2030,population,thous pers,292514.0
South Asia,2030,savings-rate,rate annual,0.297226
South Asia,2030,fac-share-labor,share,0.0883148
South Asia,2030,fac-share-capital,share,0.390618
South Asia,2030,fac-share-energy,share,0.521067
South Asia,2030,energy-service,million 1990$,105347.0
South Asia,2030,total-factor-productivity,million 1990$,1.11244
South Asia,2035,GDP,million 1990$,646682.0
South Asia,2035,energy-investment,million 1990$,31097.1
South Asia,2035,consumer-durable,million 1990$,7720.11
South Asia,2035,value-added,million 1990$,312945.0
South Asia,2035,gross-output,million 1990$,655690.0
South Asia,2035,savings,million 1990$,156409.0
South Asia,2035,investment,million 1990$,156409.0
South Asia,2035,capital-stock,million 1990$,1557500.0
South Asia,2035,depreciation,million 1990$,49450.5
South Asia,2035,energy-service-value,million 1990$,342744.0
South Asia,2035,energy-net-export,million 1990$,-9007.54
South Asia,2035,materials-net-export,million 1990$,9007.54
South Asia,2035,capital-net-export,million 1990$,0.0
South Asia,2035,labor-wages,million 1990$,60470.2
South Asia,2035,gdp-per-capita,thous 1990$ percap,2.1089
South Asia,2035,gdp-per-capita-ppp,thous 1990$ percap,6.20972
South Asia,2035,labor-force,thous pers,129509.0
South Asia,2035,population,thous pers,306644.0
South Asia,2035,savings-rate,rate annual,0.311464
South Asia,2035,fac-share-labor,share,0.0922238
South Asia,2035,fac-share-capital,share,0.385052
South Asia,2035,fac-share-energy,share,0.522724
South Asia,2035,energy-service,million 1990$,131948.0
South Asia,2035,total-factor-productivity,million 1990$,1.16453
South Asia,2040,GDP,million 1990$,803797.0
South Asia,2040,energy-investment,million 1990$,36517.6
South Asia,2040,consumer-durable,million 1990$,7846.81
South Asia,2040,value-added,million 1990$,395072.0
South Asia,2040,gross-output,million 1990$,814898.0
South Asia,2040,savings,million 1990$,213100.0
South Asia,2040,investment,million 1990$,213100.0
South Asia,2040,capital-stock,million 1990$,2068680.0
South Asia,2040,depreciation,million 1990$,63379.1
South Asia,2040,energy-service-value,million 1990$,419825.0
South Asia,2040,energy-net-export,million 1990$,-11101.0
South Asia,2040,materials-net-export,million 1990$,11101.0
South Asia,2040,capital-net-export,million 1990$,0.0
South Asia,2040,labor-wages,million 1990$,80833.4
South Asia,2040,gdp-per-capita,thous 1990$ percap,2.52079
South Asia,2040,gdp-per-capita-ppp,thous 1990$ percap,7.42254
South Asia,2040,labor-force,thous pers,135584.0
South Asia,2040,population,thous pers,318867.0
South Asia,2040,savings-rate,rate annual,0.317211
South Asia,2040,fac-share-labor,share,0.0991945
South Asia,2040,fac-share-capital,share,0.385618
South Asia,2040,fac-share-energy,share,0.515188
South Asia,2040,energy-service,million 1990$,157360.0
South Asia,2040,total-factor-productivity,million 1990$,1.17884
South Asia,2045,GDP,million 1990$,970760.0
South Asia,2045,energy-investment,million 1990$,38575.2
South Asia,2045,consumer-durable,million 1990$,8574.57
South Asia,2045,value-added,million 1990$,485548.0
South Asia,2045,gross-output,million 1990$,984157.0
South Asia,2045,savings,million 1990$,269493.0
South Asia,2045,investment,million 1990$,269493.0
South Asia,2045,capital-stock,million 1990$,2718350.0
South Asia,2045,depreciation,million 1990$,84180.8
South Asia,2045,energy-service-value,million 1990$,498608.0
South Asia,2045,energy-net-export,million 1990$,-13396.8
South Asia,2045,materials-net-export,million 1990$,13396.8
South Asia,2045,capital-net-export,million 1990$,0.0
South Asia,2045,labor-wages,million 1990$,105123.0
South Asia,2045,gdp-per-capita,thous 1990$ percap,2.94847
South Asia,2045,gdp-per-capita-ppp,thous 1990$ percap,8.68186
South Asia,2045,labor-force,thous pers,140333.0
South Asia,2045,population,thous pers,329242.0
South Asia,2045,savings-rate,rate annual,0.318637
South Asia,2045,fac-share-labor,share,0.106815
South Asia,2045,fac-share-capital,share,0.38655
South Asia,2045,fac-share-energy,share,0.506635
South Asia,2045,energy-service,million 1990$,183635.0
South Asia,2045,total-factor-productivity,million 1990$,1.17981
South Asia,2050,GDP,million 1990$,1148710.0
South Asia,2050,energy-investment,million 1990$,40854.7
South Asia,2050,consumer-durable,million 1990$,8442.93
South Asia,2050,value-added,million 1990$,584141.0
South Asia,2050,gross-output,million 1990$,1164320.0
South Asia,2050,savings,million 1990$,326855.0
South Asia,2050,investment,million 1990$,326855.0
South Asia,2050,capital-stock,million 1990$,3497720.0
South Asia,2050,depreciation,million 1990$,110618.0
South Asia,2050,energy-service-value,million 1990$,580183.0
South Asia,2050,energy-net-export,million 1990$,-15614.3
South Asia,2050,materials-net-export,million 1990$,15614.3
South Asia,2050,capital-net-export,million 1990$,0.0
South Asia,2050,labor-wages,million 1990$,133483.0
South Asia,2050,gdp-per-capita,thous 1990$ percap,3.40004
South Asia,2050,gdp-per-capita-ppp,thous 1990$ percap,10.0115
South Asia,2050,labor-force,thous pers,143263.0
South Asia,2050,population,thous pers,337852.0
South Asia,2050,savings-rate,rate annual,0.317526
South Asia,2050,fac-share-labor,share,0.114644
South Asia,2050,fac-share-capital,share,0.387055
South Asia,2050,fac-share-energy,share,0.4983
South Asia,2050,energy-service,million 1990$,209950.0
South Asia,2050,total-factor-productivity,million 1990$,1.18101
South Asia,2055,GDP,million 1990$,1337960.0
South Asia,2055,energy-investment,million 1990$,43504.0
South Asia,2055,consumer-durable,million 1990$,10362.8
South Asia,2055,value-added,million 1990$,690806.0
South Asia,2055,gross-output,million 1990$,1355750.0
South Asia,2055,savings,million 1990$,385495.0
South Asia,2055,investment,million 1990$,385495.0
South Asia,2055,capital-stock,million 1990$,4391300.0
South Asia,2055,depreciation,million 1990$,142333.0
South Asia,2055,energy-service-value,million 1990$,664948.0
South Asia,2055,energy-net-export,million 1990$,-17793.9
South Asia,2055,materials-net-export,million 1990$,17793.9
South Asia,2055,capital-net-export,million 1990$,0.0
South Asia,2055,labor-wages,million 1990$,165955.0
South Asia,2055,gdp-per-capita,thous 1990$ percap,3.88109
South Asia,2055,gdp-per-capita-ppp,thous 1990$ percap,11.428
South Asia,2055,labor-force,thous pers,144663.0
South Asia,2055,population,thous pers,344738.0
South Asia,2055,savings-rate,rate annual,0.314852
South Asia,2055,fac-share-labor,share,0.122408
South Asia,2055,fac-share-capital,share,0.387128
South Asia,2055,fac-share-energy,share,0.490464
South Asia,2055,energy-service,million 1990$,235249.0
South Asia,2055,total-factor-productivity,million 1990$,1.189
South Asia,2060,GDP,million 1990$,1539180.0
South Asia,2060,energy-investment,million 1990$,47449.9
South Asia,2060,consumer-durable,million 1990$,11198.1
South Asia,2060,value-added,million 1990$,803645.0
South Asia,2060,gross-output,million 1990$,1558960.0
South Asia,2060,savings,million 1990$,445427.0
South Asia,2060,investment,million 1990$,445427.0
South Asia,2060,capital-stock,million 1990$,5372460.0
South Asia,2060,depreciation,million 1990$,178695.0
South Asia,2060,energy-service-value,million 1990$,755319.0
South Asia,2060,energy-net-export,million 1990$,-19785.5
South Asia,2060,materials-net-export,million 1990$,19785.5
South Asia,2060,capital-net-export,million 1990$,0.0
South Asia,2060,labor-wages,million 1990$,202138.0
South Asia,2060,gdp-per-capita,thous 1990$ percap,4.4009
South Asia,2060,gdp-per-capita-ppp,thous 1990$ percap,12.9586
South Asia,2060,labor-force,thous pers,144467.0
South Asia,2060,population,thous pers,349742.0
South Asia,2060,savings-rate,rate annual,0.311375
South Asia,2060,fac-share-labor,share,0.129661
South Asia,2060,fac-share-capital,share,0.385838
South Asia,2060,fac-share-energy,share,0.484501
South Asia,2060,energy-service,million 1990$,261036.0
South Asia,2060,total-factor-productivity,million 1990$,1.20237
South Asia,2065,GDP,million 1990$,1753700.0
South Asia,2065,energy-investment,million 1990$,49478.3
South Asia,2065,consumer-durable,million 1990$,12038.8
South Asia,2065,value-added,million 1990$,924241.0
South Asia,2065,gross-output,million 1990$,1775390.0
South Asia,2065,savings,million 1990$,507064.0
South Asia,2065,investment,million 1990$,507064.0
South Asia,2065,capital-stock,million 1990$,6431650.0
South Asia,2065,depreciation,million 1990$,218622.0
South Asia,2065,energy-service-value,million 1990$,851146.0
South Asia,2065,energy-net-export,million 1990$,-21684.8
South Asia,2065,materials-net-export,million 1990$,21684.8
South Asia,2065,capital-net-export,million 1990$,0.0
South Asia,2065,labor-wages,million 1990$,242573.0
South Asia,2065,gdp-per-capita,thous 1990$ percap,4.96784
South Asia,2065,gdp-per-capita-ppp,thous 1990$ percap,14.628
South Asia,2065,labor-force,thous pers,142903.0
South Asia,2065,population,thous pers,353011.0
South Asia,2065,savings-rate,rate annual,0.307535
South Asia,2065,fac-share-labor,share,0.136631
South Asia,2065,fac-share-capital,share,0.383955
South Asia,2065,fac-share-energy,share,0.479414
South Asia,2065,energy-service,million 1990$,285666.0
South Asia,2065,total-factor-productivity,million 1990$,1.2251
South Asia,2070,GDP,million 1990$,1972820.0
South Asia,2070,energy-investment,million 1990$,49833.1
South Asia,2070,consumer-durable,million 1990$,13319.4
South Asia,2070,value-added,million 1990$,1049130.0
South Asia,2070,gross-output,million 1990$,1996260.0
South Asia,2070,savings,million 1990$,571003.0
South Asia,2070,investment,million 1990$,571003.0
South Asia,2070,capital-stock,million 1990$,7573670.0
South Asia,2070,depreciation,million 1990$,261723.0
South Asia,2070,energy-service-value,million 1990$,947132.0
South Asia,2070,energy-net-export,million 1990$,-23438.2
South Asia,2070,materials-net-export,million 1990$,23438.2
South Asia,2070,capital-net-export,million 1990$,0.0
South Asia,2070,labor-wages,million 1990$,286597.0
South Asia,2070,gdp-per-capita,thous 1990$ percap,5.56468
South Asia,2070,gdp-per-capita-ppp,thous 1990$ percap,16.3854
South Asia,2070,labor-force,thous pers,140241.0
South Asia,2070,population,thous pers,354526.0
South Asia,2070,savings-rate,rate annual,0.302856
South Asia,2070,fac-share-labor,share,0.143567
South Asia,2070,fac-share-capital,share,0.38198
South Asia,2070,fac-share-energy,share,0.474453
South Asia,2070,energy-service,million 1990$,307874.0
South Asia,2070,total-factor-productivity,million 1990$,1.25183
South Asia,2075,GDP,million 1990$,2195840.0
South Asia,2075,energy-investment,million 1990$,49804.4
South Asia,2075,consumer-durable,million 1990$,14247.2
South Asia,2075,value-added,million 1990$,1177240.0
South Asia,2075,gross-output,million 1990$,2220810.0
South Asia,2075,savings,million 1990$,633117.0
South Asia,2075,investment,million 1990$,633117.0
South Asia,2075,capital-stock,million 1990$,8780240.0
South Asia,2075,depreciation,million 1990$,308195.0
South Asia,2075,energy-service-value,million 1990$,1043580.0
South Asia,2075,energy-net-export,million 1990$,-24973.2
South Asia,2075,materials-net-export,million 1990$,24973.2
South Asia,2075,capital-net-export,million 1990$,0.0
South Asia,2075,labor-wages,million 1990$,333420.0
South Asia,2075,gdp-per-capita,thous 1990$ percap,6.19569
South Asia,2075,gdp-per-capita-ppp,thous 1990$ percap,18.2434
South Asia,2075,labor-force,thous pers,137610.0
South Asia,2075,population,thous pers,354414.0
South Asia,2075,savings-rate,rate annual,0.297708
South Asia,2075,fac-share-labor,share,0.150134
South Asia,2075,fac-share-capital,share,0.379959
South Asia,2075,fac-share-energy,share,0.469907
South Asia,2075,energy-service,million 1990$,328534.0
South Asia,2075,total-factor-productivity,million 1990$,1.28018
South Asia,2080,GDP,million 1990$,2414610.0
South Asia,2080,energy-investment,million 1990$,50063.0
South Asia,2080,consumer-durable,million 1990$,15235.9
South Asia,2080,value-added,million 1990$,1304950.0
South Asia,2080,gross-output,million 1990$,2440770.0
South Asia,2080,savings,million 1990$,693383.0
South Asia,2080,investment,million 1990$,693383.0
South Asia,2080,capital-stock,million 1990$,10034100.0
South Asia,2080,depreciation,million 1990$,357294.0
South Asia,2080,energy-service-value,million 1990$,1135820.0
South Asia,2080,energy-net-export,million 1990$,-26155.8
South Asia,2080,materials-net-export,million 1990$,26155.8
South Asia,2080,capital-net-export,million 1990$,0.0
South Asia,2080,labor-wages,million 1990$,381746.0
South Asia,2080,gdp-per-capita,thous 1990$ percap,6.84563
South Asia,2080,gdp-per-capita-ppp,thous 1990$ percap,20.1572
South Asia,2080,labor-force,thous pers,135158.0
South Asia,2080,population,thous pers,352723.0
South Asia,2080,savings-rate,rate annual,0.291888
South Asia,2080,fac-share-labor,share,0.156404
South Asia,2080,fac-share-capital,share,0.378244
South Asia,2080,fac-share-energy,share,0.465352
South Asia,2080,energy-service,million 1990$,346518.0
South Asia,2080,total-factor-productivity,million 1990$,1.30821
South Asia,2085,GDP,million 1990$,2625440.0
South Asia,2085,energy-investment,million 1990$,51568.4
South Asia,2085,consumer-durable,million 1990$,16014.8
South Asia,2085,value-added,million 1990$,1429200.0
South Asia,2085,gross-output,million 1990$,2652470.0
South Asia,2085,savings,million 1990$,748412.0
South Asia,2085,investment,million 1990$,748412.0
South Asia,2085,capital-stock,million 1990$,11300700.0
South Asia,2085,depreciation,million 1990$,408319.0
South Asia,2085,energy-service-value,million 1990$,1223270.0
South Asia,2085,energy-net-export,million 1990$,-27025.4
South Asia,2085,materials-net-export,million 1990$,27025.4
South Asia,2085,capital-net-export,million 1990$,0.0
South Asia,2085,labor-wages,million 1990$,430753.0
South Asia,2085,gdp-per-capita,thous 1990$ percap,7.51069
South Asia,2085,gdp-per-capita-ppp,thous 1990$ percap,22.1155
South Asia,2085,labor-force,thous pers,132142.0
South Asia,2085,population,thous pers,349561.0
South Asia,2085,savings-rate,rate annual,0.285576
South Asia,2085,fac-share-labor,share,0.162397
South Asia,2085,fac-share-capital,share,0.376421
South Asia,2085,fac-share-energy,share,0.461182
South Asia,2085,energy-service,million 1990$,361865.0
South Asia,2085,total-factor-productivity,million 1990$,1.3371
South Asia,2090,GDP,million 1990$,2830190.0
South Asia,2090,energy-investment,million 1990$,52109.4
South Asia,2090,consumer-durable,million 1990$,16790.5
South Asia,2090,value-added,million 1990$,1549890.0
South Asia,2090,gross-output,million 1990$,2858280.0
South Asia,2090,savings,million 1990$,797188.0
South Asia,2090,investment,million 1990$,797188.0
South Asia,2090,capital-stock,million 1990$,12544100.0
South Asia,2090,depreciation,million 1990$,459861.0
South Asia,2090,energy-service-value,million 1990$,1308390.0
South Asia,2090,energy-net-export,million 1990$,-28087.9
South Asia,2090,materials-net-export,million 1990$,28087.9
South Asia,2090,capital-net-export,million 1990$,0.0
South Asia,2090,labor-wages,million 1990$,480094.0
South Asia,2090,gdp-per-capita,thous 1990$ percap,8.19554
South Asia,2090,gdp-per-capita-ppp,thous 1990$ percap,24.132
South Asia,2090,labor-force,thous pers,128616.0
South Asia,2090,population,thous pers,345333.0
South Asia,2090,savings-rate,rate annual,0.279083
South Asia,2090,fac-share-labor,share,0.167966
South Asia,2090,fac-share-capital,share,0.374278
South Asia,2090,fac-share-energy,share,0.457756
South Asia,2090,energy-service,million 1990$,375364.0
South Asia,2090,total-factor-productivity,million 1990$,1.36846
South Asia,2095,GDP,million 1990$,3031590.0
South Asia,2095,energy-investment,million 1990$,52185.1
South Asia,2095,consumer-durable,million 1990$,17574.5
South Asia,2095,value-added,million 1990$,1668280.0
South Asia,2095,gross-output,million 1990$,3060620.0
South Asia,2095,savings,million 1990$,840980.0
South Asia,2095,investment,million 1990$,840980.0
South Asia,2095,capital-stock,million 1990$,13750000.0
South Asia,2095,depreciation,million 1990$,510456.0
South Asia,2095,energy-service-value,million 1990$,1392340.0
South Asia,2095,energy-net-export,million 1990$,-29029.9
South Asia,2095,materials-net-export,million 1990$,29029.9
South Asia,2095,capital-net-export,million 1990$,0.0
South Asia,2095,labor-wages,million 1990$,529789.0
South Asia,2095,gdp-per-capita,thous 1990$ percap,8.90737
South Asia,2095,gdp-per-capita-ppp,thous 1990$ percap,26.228
South Asia,2095,labor-force,thous pers,124933.0
South Asia,2095,population,thous pers,340346.0
South Asia,2095,savings-rate,rate annual,0.272665
South Asia,2095,fac-share-labor,share,0.173099
South Asia,2095,fac-share-capital,share,0.371981
South Asia,2095,fac-share-energy,share,0.45492
South Asia,2095,energy-service,million 1990$,387193.0
South Asia,2095,total-factor-productivity,million 1990$,1.40303
South Asia,2100,GDP,million 1990$,3231700.0
South Asia,2100,energy-investment,million 1990$,52305.9
South Asia,2100,consumer-durable,million 1990$,18159.4
South Asia,2100,value-added,million 1990$,1786220.0
South Asia,2100,gross-output,million 1990$,3261620.0
South Asia,2100,savings,million 1990$,881368.0
South Asia,2100,investment,million 1990$,881368.0
South Asia,2100,capital-stock,million 1990$,14911900.0
South Asia,2100,depreciation,million 1990$,559528.0
South Asia,2100,energy-service-value,million 1990$,1475400.0
South Asia,2100,energy-net-export,million 1990$,-29915.2
South Asia,2100,materials-net-export,million 1990$,29915.2
South Asia,2100,capital-net-export,million 1990$,0.0
South Asia,2100,labor-wages,million 1990$,580163.0
South Asia,2100,gdp-per-capita,thous 1990$ percap,9.64825
South Asia,2100,gdp-per-capita-ppp,thous 1990$ percap,28.4096
South Asia,2100,labor-force,thous pers,121303.0
South Asia,2100,population,thous pers,334952.0
South Asia,2100,savings-rate,rate annual,0.266407
South Asia,2100,fac-share-labor,share,0.177876
South Asia,2100,fac-share-capital,share,0.369772
South Asia,2100,fac-share-energy,share,0.452352
South Asia,2100,energy-service,million 1990$,396946.0
South Asia,2100,total-factor-productivity,million 1990$,1.44201
South Korea,1975,GDP,million 1990$,62472.0
South Korea,1975,energy-investment,million 1990$,681.213
South Korea,1975,consumer-durable,million 1990$,0.141933
South Korea,1975,value-added,million 1990$,55759.4
South Korea,1975,gross-output,million 1990$,62474.1
South Korea,1975,savings,million 1990$,6537.82
South Korea,1975,investment,million 1990$,11303.3
South Korea,1975,capital-stock,million 1990$,132725.0
South Korea,1975,depreciation,million 1990$,4571.46
South Korea,1975,energy-service-value,million 1990$,6714.77
South Korea,1975,energy-net-export,million 1990$,-2.129
South Korea,1975,materials-net-export,million 1990$,-4763.33
South Korea,1975,capital-net-export,million 1990$,4765.46
South Korea,1975,labor-wages,million 1990$,39039.7
South Korea,1975,gdp-per-capita,thous 1990$ percap,1.73867
South Korea,1975,gdp-per-capita-ppp,thous 1990$ percap,2.19682
South Korea,1975,labor-force,thous pers,11906.4
South Korea,1975,population,thous pers,35931.0
South Korea,1975,savings-rate,rate annual,0.104652
South Korea,1975,fac-share-labor,share,0.624894
South Korea,1975,fac-share-capital,share,0.267625
South Korea,1975,fac-share-energy,share,0.107481
South Korea,1975,energy-service,million 1990$,2.129
South Korea,1975,total-factor-productivity,million 1990$,0.0
South Korea,1990,GDP,million 1990$,244669.0
