region,sector,subsector,technology,year,generation_ej
Middle East,electricity,biomass,biomass (IGCC),2055,0.0126277
Middle East,electricity,biomass,biomass (IGCC),2060,0.01727
Middle East,electricity,biomass,biomass (IGCC),2065,0.022881
Middle East,electricity,biomass,biomass (IGCC),2070,0.02904
Middle East,electricity,biomass,biomass (IGCC),2075,0.0352163
Middle East,electricity,biomass,biomass (IGCC),2080,0.0412099
Middle East,electricity,biomass,biomass (IGCC),2085,0.0489558
Middle East,electricity,biomass,biomass (IGCC),2090,0.0575143
Middle East,electricity,biomass,biomass (IGCC),2095,0.0662239
Middle East,electricity,biomass,biomass (IGCC),2100,0.0775675
Middle East,electricity,nuclear,Gen_II_LWR,2015,0.0104904
Middle East,electricity,nuclear,Gen_II_LWR,2021,0.0473759
Middle East,electricity,nuclear,Gen_II_LWR,2025,0.0460472
Middle East,electricity,nuclear,Gen_II_LWR,2030,0.0437779
Middle East,electricity,nuclear,Gen_II_LWR,2035,0.0406106
Middle East,electricity,nuclear,Gen_II_LWR,2040,0.0363594
Middle East,electricity,nuclear,Gen_II_LWR,2045,0.0310245
Middle East,electricity,nuclear,Gen_II_LWR,2050,0.0249239
Middle East,electricity,nuclear,Gen_II_LWR,2055,0.0189816
Middle East,electricity,nuclear,Gen_II_LWR,2060,0.0136538
Middle East,electricity,nuclear,Gen_II_LWR,2065,0.00932694
Middle East,electricity,nuclear,Gen_II_LWR,2070,0.00611908
Middle East,electricity,nuclear,Gen_II_LWR,2075,0.00389882
Middle East,electricity,nuclear,Gen_III,2030,0.0133849
Middle East,electricity,nuclear,Gen_III,2035,0.038942
Middle East,electricity,nuclear,Gen_III,2040,0.0721329
Middle East,electricity,nuclear,Gen_III,2045,0.11062
Middle East,electricity,nuclear,Gen_III,2050,0.150213
Middle East,electricity,nuclear,Gen_III,2055,0.199658
Middle East,electricity,nuclear,Gen_III,2060,0.250448
Middle East,electricity,nuclear,Gen_III,2065,0.303022
Middle East,electricity,nuclear,Gen_III,2070,0.354368
Middle East,electricity,nuclear,Gen_III,2075,0.401122
Middle East,electricity,nuclear,Gen_III,2080,0.441911
Middle East,electricity,nuclear,Gen_III,2085,0.487364
Middle East,electricity,nuclear,Gen_III,2090,0.521878
Middle East,electricity,nuclear,Gen_III,2095,0.542871
Middle East,electricity,nuclear,Gen_III,2100,0.559482
Middle East,electricity,hydro,hydro,1990,0.04293
Middle East,electricity,hydro,hydro,2005,0.0992016
Middle East,electricity,hydro,hydro,2010,0.0641376
Middle East,electricity,hydro,hydro,2015,0.063378
Middle East,electricity,hydro,hydro,2021,0.0793728
Middle East,electricity,hydro,hydro,2025,0.103248
Middle East,electricity,hydro,hydro,2030,0.133093
Middle East,electricity,hydro,hydro,2035,0.162937
Middle East,electricity,hydro,hydro,2040,0.192782
Middle East,electricity,hydro,hydro,2045,0.222626
Middle East,electricity,hydro,hydro,2050,0.252471
Middle East,electricity,hydro,hydro,2055,0.282315
Middle East,electricity,hydro,hydro,2060,0.31216
Middle East,electricity,hydro,hydro,2065,0.342004
Middle East,electricity,hydro,hydro,2070,0.371849
Middle East,electricity,hydro,hydro,2075,0.401693
Middle East,electricity,hydro,hydro,2080,0.431538
Middle East,electricity,hydro,hydro,2085,0.461382
Middle East,electricity,hydro,hydro,2090,0.491227
Middle East,electricity,hydro,hydro,2095,0.521071
Middle East,electricity,hydro,hydro,2100,0.550916
Middle East,electricity,wind,wind_storage,2025,0.000428322
Middle East,electricity,wind,wind_storage,2030,0.000428322
Middle East,electricity,wind,wind_storage,2035,0.000428322
Middle East,electricity,wind,wind_storage,2040,0.000428322
Middle East,electricity,wind,wind_storage,2045,0.000428322
Middle East,electricity,wind,wind_storage,2050,0.000428322
Middle East,electricity,wind,wind_storage,2030,0.00211627
Middle East,electricity,wind,wind_storage,2035,0.00211627
Middle East,electricity,wind,wind_storage,2040,0.00211627
Middle East,electricity,wind,wind_storage,2045,0.00211627
Middle East,electricity,wind,wind_storage,2050,0.00211627
Middle East,electricity,wind,wind_storage,2055,0.00211627
Middle East,electricity,wind,wind_storage,2035,0.00398264
Middle East,electricity,wind,wind_storage,2040,0.00398264
Middle East,electricity,wind,wind_storage,2045,0.00398264
Middle East,electricity,wind,wind_storage,2050,0.00398264
Middle East,electricity,wind,wind_storage,2055,0.00398264
Middle East,electricity,wind,wind_storage,2060,0.00398264
Middle East,electricity,wind,wind_storage,2040,0.00756671
Middle East,electricity,wind,wind_storage,2045,0.00756671
Middle East,electricity,wind,wind_storage,2050,0.00756671
Middle East,electricity,wind,wind_storage,2055,0.00756671
Middle East,electricity,wind,wind_storage,2060,0.00756671
Middle East,electricity,wind,wind_storage,2065,0.00756671
Middle East,electricity,wind,wind_storage,2045,0.011139
Middle East,electricity,wind,wind_storage,2050,0.011139
Middle East,electricity,wind,wind_storage,2055,0.011139
Middle East,electricity,wind,wind_storage,2060,0.011139
Middle East,electricity,wind,wind_storage,2065,0.011139
Middle East,electricity,wind,wind_storage,2070,0.011139
Middle East,electricity,wind,wind_storage,2050,0.0128883
Middle East,electricity,wind,wind_storage,2055,0.0128883
Middle East,electricity,wind,wind_storage,2060,0.0128883
Middle East,electricity,wind,wind_storage,2065,0.0128883
Middle East,electricity,wind,wind_storage,2070,0.0128883
Middle East,electricity,wind,wind_storage,2075,0.0128883
Middle East,electricity,wind,wind_storage,2055,0.0184132
Middle East,electricity,wind,wind_storage,2060,0.0184132
Middle East,electricity,wind,wind_storage,2065,0.0184132
Middle East,electricity,wind,wind_storage,2070,0.0184132
Middle East,electricity,wind,wind_storage,2075,0.0184132
Middle East,electricity,wind,wind_storage,2080,0.0184132
Middle East,electricity,wind,wind_storage,2060,0.0203088
Middle East,electricity,wind,wind_storage,2065,0.0203088
Middle East,electricity,wind,wind_storage,2070,0.0203088
Middle East,electricity,wind,wind_storage,2075,0.0203088
Middle East,electricity,wind,wind_storage,2080,0.0203088
Middle East,electricity,wind,wind_storage,2085,0.0203088
Middle East,electricity,wind,wind_storage,2065,0.0218441
Middle East,electricity,wind,wind_storage,2070,0.0218441
Middle East,electricity,wind,wind_storage,2075,0.0218441
Middle East,electricity,wind,wind_storage,2080,0.0218441
Middle East,electricity,wind,wind_storage,2085,0.0218441
Middle East,electricity,wind,wind_storage,2090,0.0218441
Middle East,electricity,wind,wind_storage,2070,0.0214785
Middle East,electricity,wind,wind_storage,2075,0.0214785
Middle East,electricity,wind,wind_storage,2080,0.0214785
Middle East,electricity,wind,wind_storage,2085,0.0214785
Middle East,electricity,wind,wind_storage,2090,0.0214785
Middle East,electricity,wind,wind_storage,2095,0.0214785
Middle East,electricity,wind,wind_storage,2075,0.0192873
Middle East,electricity,wind,wind_storage,2080,0.0192873
Middle East,electricity,wind,wind_storage,2085,0.0192873
Middle East,electricity,wind,wind_storage,2090,0.0192873
Middle East,electricity,wind,wind_storage,2095,0.0192873
Middle East,electricity,wind,wind_storage,2100,0.0192873
Middle East,electricity,wind,wind_storage,2080,0.0165656
Middle East,electricity,wind,wind_storage,2085,0.0165656
Middle East,electricity,wind,wind_storage,2090,0.0165656
Middle East,electricity,wind,wind_storage,2095,0.0165656
Middle East,electricity,wind,wind_storage,2100,0.0165656
Middle East,electricity,wind,wind_storage,2085,0.0179707
Middle East,electricity,wind,wind_storage,2090,0.0179707
Middle East,electricity,wind,wind_storage,2095,0.0179707
Middle East,electricity,wind,wind_storage,2100,0.0179707
Middle East,electricity,wind,wind_storage,2090,0.0184484
Middle East,electricity,wind,wind_storage,2095,0.0184484
Middle East,electricity,wind,wind_storage,2100,0.0184484
Middle East,electricity,wind,wind_storage,2095,0.017306
Middle East,electricity,wind,wind_storage,2100,0.017306
Middle East,electricity,wind,wind_storage,2100,0.0180466
Middle East,electricity,wind,wind,1990,3.60004e-06
Middle East,electricity,wind,wind,2005,0.000306001
Middle East,electricity,wind,wind,2010,0.000626399
Middle East,electricity,wind,wind,2015,0.0013032
Middle East,electricity,wind,wind,2021,0.0106992
Middle East,electricity,wind,wind,2025,0.0106992
Middle East,electricity,wind,wind,2030,0.0106992
Middle East,electricity,wind,wind,2035,0.0106992
Middle East,electricity,wind,wind,2040,0.0106992
Middle East,electricity,wind,wind,2045,0.0106992
Middle East,electricity,wind,wind,2025,0.157587
Middle East,electricity,wind,wind,2030,0.157587
Middle East,electricity,wind,wind,2035,0.157587
Middle East,electricity,wind,wind,2040,0.157587
Middle East,electricity,wind,wind,2045,0.157587
Middle East,electricity,wind,wind,2050,0.157587
Middle East,electricity,wind,wind,2030,0.277622
Middle East,electricity,wind,wind,2035,0.277622
Middle East,electricity,wind,wind,2040,0.277622
Middle East,electricity,wind,wind,2045,0.277622
Middle East,electricity,wind,wind,2050,0.277622
Middle East,electricity,wind,wind,2055,0.277622
Middle East,electricity,wind,wind,2035,0.242992
Middle East,electricity,wind,wind,2040,0.242992
Middle East,electricity,wind,wind,2045,0.242992
Middle East,electricity,wind,wind,2050,0.242992
Middle East,electricity,wind,wind,2055,0.242992
Middle East,electricity,wind,wind,2060,0.242992
Middle East,electricity,wind,wind,2040,0.252581
Middle East,electricity,wind,wind,2045,0.252581
Middle East,electricity,wind,wind,2050,0.252581
Middle East,electricity,wind,wind,2055,0.252581
Middle East,electricity,wind,wind,2060,0.252581
Middle East,electricity,wind,wind,2065,0.252581
Middle East,electricity,wind,wind,2045,0.236056
Middle East,electricity,wind,wind,2050,0.236056
Middle East,electricity,wind,wind,2055,0.236056
Middle East,electricity,wind,wind,2060,0.236056
Middle East,electricity,wind,wind,2065,0.236056
Middle East,electricity,wind,wind,2070,0.236056
Middle East,electricity,wind,wind,2050,0.199831
Middle East,electricity,wind,wind,2055,0.199831
Middle East,electricity,wind,wind,2060,0.199831
Middle East,electricity,wind,wind,2065,0.199831
Middle East,electricity,wind,wind,2070,0.199831
Middle East,electricity,wind,wind,2075,0.199831
Middle East,electricity,wind,wind,2055,0.24536
Middle East,electricity,wind,wind,2060,0.24536
Middle East,electricity,wind,wind,2065,0.24536
Middle East,electricity,wind,wind,2070,0.24536
Middle East,electricity,wind,wind,2075,0.24536
Middle East,electricity,wind,wind,2080,0.24536
Middle East,electricity,wind,wind,2060,0.264086
Middle East,electricity,wind,wind,2065,0.264086
Middle East,electricity,wind,wind,2070,0.264086
Middle East,electricity,wind,wind,2075,0.264086
Middle East,electricity,wind,wind,2080,0.264086
Middle East,electricity,wind,wind,2085,0.264086
Middle East,electricity,wind,wind,2065,0.271028
Middle East,electricity,wind,wind,2070,0.271028
Middle East,electricity,wind,wind,2075,0.271028
Middle East,electricity,wind,wind,2080,0.271028
Middle East,electricity,wind,wind,2085,0.271028
Middle East,electricity,wind,wind,2090,0.271028
Middle East,electricity,wind,wind,2070,0.26239
Middle East,electricity,wind,wind,2075,0.26239
Middle East,electricity,wind,wind,2080,0.26239
Middle East,electricity,wind,wind,2085,0.26239
Middle East,electricity,wind,wind,2090,0.26239
Middle East,electricity,wind,wind,2095,0.26239
Middle East,electricity,wind,wind,2075,0.237198
Middle East,electricity,wind,wind,2080,0.237198
Middle East,electricity,wind,wind,2085,0.237198
Middle East,electricity,wind,wind,2090,0.237198
Middle East,electricity,wind,wind,2095,0.237198
Middle East,electricity,wind,wind,2100,0.237198
Middle East,electricity,wind,wind,2080,0.201488
Middle East,electricity,wind,wind,2085,0.201488
Middle East,electricity,wind,wind,2090,0.201488
Middle East,electricity,wind,wind,2095,0.201488
Middle East,electricity,wind,wind,2100,0.201488
Middle East,electricity,wind,wind,2085,0.223574
Middle East,electricity,wind,wind,2090,0.223574
Middle East,electricity,wind,wind,2095,0.223574
Middle East,electricity,wind,wind,2100,0.223574
Middle East,electricity,wind,wind,2090,0.234827
Middle East,electricity,wind,wind,2095,0.234827
Middle East,electricity,wind,wind,2100,0.234827
Middle East,electricity,wind,wind,2095,0.230512
Middle East,electricity,wind,wind,2100,0.230512
Middle East,electricity,wind,wind,2100,0.243204
Middle East,electricity,wind,wind_offshore,2025,0.00337681
Middle East,electricity,wind,wind_offshore,2030,0.00337681
Middle East,electricity,wind,wind_offshore,2035,0.00337681
Middle East,electricity,wind,wind_offshore,2040,0.00337681
Middle East,electricity,wind,wind_offshore,2045,0.00337681
Middle East,electricity,wind,wind_offshore,2030,0.0191925
Middle East,electricity,wind,wind_offshore,2035,0.0191925
Middle East,electricity,wind,wind_offshore,2040,0.0191925
Middle East,electricity,wind,wind_offshore,2045,0.0191925
Middle East,electricity,wind,wind_offshore,2050,0.0191925
Middle East,electricity,wind,wind_offshore,2035,0.0300314
Middle East,electricity,wind,wind_offshore,2040,0.0300314
Middle East,electricity,wind,wind_offshore,2045,0.0300314
Middle East,electricity,wind,wind_offshore,2050,0.0300314
Middle East,electricity,wind,wind_offshore,2055,0.0300314
Middle East,electricity,wind,wind_offshore,2040,0.0440344
Middle East,electricity,wind,wind_offshore,2045,0.0440344
Middle East,electricity,wind,wind_offshore,2050,0.0440344
Middle East,electricity,wind,wind_offshore,2055,0.0440344
Middle East,electricity,wind,wind_offshore,2060,0.0440344
Middle East,electricity,wind,wind_offshore,2045,0.05072
Middle East,electricity,wind,wind_offshore,2050,0.05072
Middle East,electricity,wind,wind_offshore,2055,0.05072
Middle East,electricity,wind,wind_offshore,2060,0.05072
Middle East,electricity,wind,wind_offshore,2065,0.05072
Middle East,electricity,wind,wind_offshore,2050,0.0502425
Middle East,electricity,wind,wind_offshore,2055,0.0502425
Middle East,electricity,wind,wind_offshore,2060,0.0502425
Middle East,electricity,wind,wind_offshore,2065,0.0502425
Middle East,electricity,wind,wind_offshore,2070,0.0502425
Middle East,electricity,wind,wind_offshore,2055,0.0559225
Middle East,electricity,wind,wind_offshore,2060,0.0559225
Middle East,electricity,wind,wind_offshore,2065,0.0559225
Middle East,electricity,wind,wind_offshore,2070,0.0559225
Middle East,electricity,wind,wind_offshore,2075,0.0559225
Middle East,electricity,wind,wind_offshore,2060,0.0526702
Middle East,electricity,wind,wind_offshore,2065,0.0526702
Middle East,electricity,wind,wind_offshore,2070,0.0526702
Middle East,electricity,wind,wind_offshore,2075,0.0526702
Middle East,electricity,wind,wind_offshore,2080,0.0526702
Middle East,electricity,wind,wind_offshore,2065,0.0523082
Middle East,electricity,wind,wind_offshore,2070,0.0523082
Middle East,electricity,wind,wind_offshore,2075,0.0523082
Middle East,electricity,wind,wind_offshore,2080,0.0523082
Middle East,electricity,wind,wind_offshore,2085,0.0523082
Middle East,electricity,wind,wind_offshore,2070,0.0498072
Middle East,electricity,wind,wind_offshore,2075,0.0498072
Middle East,electricity,wind,wind_offshore,2080,0.0498072
Middle East,electricity,wind,wind_offshore,2085,0.0498072
Middle East,electricity,wind,wind_offshore,2090,0.0498072
Middle East,electricity,wind,wind_offshore,2075,0.0449067
Middle East,electricity,wind,wind_offshore,2080,0.0449067
Middle East,electricity,wind,wind_offshore,2085,0.0449067
Middle East,electricity,wind,wind_offshore,2090,0.0449067
Middle East,electricity,wind,wind_offshore,2095,0.0449067
Middle East,electricity,wind,wind_offshore,2080,0.0399533
Middle East,electricity,wind,wind_offshore,2085,0.0399533
Middle East,electricity,wind,wind_offshore,2090,0.0399533
Middle East,electricity,wind,wind_offshore,2095,0.0399533
Middle East,electricity,wind,wind_offshore,2100,0.0399533
Middle East,electricity,wind,wind_offshore,2085,0.0440743
Middle East,electricity,wind,wind_offshore,2090,0.0440743
Middle East,electricity,wind,wind_offshore,2095,0.0440743
Middle East,electricity,wind,wind_offshore,2100,0.0440743
Middle East,electricity,wind,wind_offshore,2090,0.0460544
Middle East,electricity,wind,wind_offshore,2095,0.0460544
Middle East,electricity,wind,wind_offshore,2100,0.0460544
Middle East,electricity,wind,wind_offshore,2095,0.0437034
Middle East,electricity,wind,wind_offshore,2100,0.0437034
Middle East,electricity,wind,wind_offshore,2100,0.0451781
Middle East,electricity,solar,PV,2010,0.000341999
Middle East,electricity,solar,PV,2015,0.0051084
Middle East,electricity,solar,PV,2021,0.0591011
Middle East,electricity,solar,PV,2025,0.0591011
Middle East,electricity,solar,PV,2030,0.0591011
Middle East,electricity,solar,PV,2035,0.0591011
Middle East,electricity,solar,PV,2040,0.0591011
Middle East,electricity,solar,PV,2045,0.0591011
Middle East,electricity,solar,PV,2025,0.309615
Middle East,electricity,solar,PV,2030,0.309615
Middle East,electricity,solar,PV,2035,0.309615
Middle East,electricity,solar,PV,2040,0.309615
Middle East,electricity,solar,PV,2045,0.309615
Middle East,electricity,solar,PV,2050,0.309615
Middle East,electricity,solar,PV,2030,0.600604
Middle East,electricity,solar,PV,2035,0.600604
Middle East,electricity,solar,PV,2040,0.600604
Middle East,electricity,solar,PV,2045,0.600604
Middle East,electricity,solar,PV,2050,0.600604
Middle East,electricity,solar,PV,2055,0.600604
Middle East,electricity,solar,PV,2035,0.540191
Middle East,electricity,solar,PV,2040,0.540191
Middle East,electricity,solar,PV,2045,0.540191
Middle East,electricity,solar,PV,2050,0.540191
Middle East,electricity,solar,PV,2055,0.540191
Middle East,electricity,solar,PV,2060,0.540191
Middle East,electricity,solar,PV,2040,0.551976
Middle East,electricity,solar,PV,2045,0.551976
Middle East,electricity,solar,PV,2050,0.551976
Middle East,electricity,solar,PV,2055,0.551976
Middle East,electricity,solar,PV,2060,0.551976
Middle East,electricity,solar,PV,2065,0.551976
Middle East,electricity,solar,PV,2045,0.510049
Middle East,electricity,solar,PV,2050,0.510049
Middle East,electricity,solar,PV,2055,0.510049
Middle East,electricity,solar,PV,2060,0.510049
Middle East,electricity,solar,PV,2065,0.510049
Middle East,electricity,solar,PV,2070,0.510049
Middle East,electricity,solar,PV,2050,0.433133
Middle East,electricity,solar,PV,2055,0.433133
Middle East,electricity,solar,PV,2060,0.433133
Middle East,electricity,solar,PV,2065,0.433133
Middle East,electricity,solar,PV,2070,0.433133
Middle East,electricity,solar,PV,2075,0.433133
Middle East,electricity,solar,PV,2055,0.517901
Middle East,electricity,solar,PV,2060,0.517901
Middle East,electricity,solar,PV,2065,0.517901
Middle East,electricity,solar,PV,2070,0.517901
Middle East,electricity,solar,PV,2075,0.517901
Middle East,electricity,solar,PV,2080,0.517901
Middle East,electricity,solar,PV,2060,0.562177
Middle East,electricity,solar,PV,2065,0.562177
Middle East,electricity,solar,PV,2070,0.562177
Middle East,electricity,solar,PV,2075,0.562177
Middle East,electricity,solar,PV,2080,0.562177
Middle East,electricity,solar,PV,2085,0.562177
Middle East,electricity,solar,PV,2065,0.576108
Middle East,electricity,solar,PV,2070,0.576108
Middle East,electricity,solar,PV,2075,0.576108
Middle East,electricity,solar,PV,2080,0.576108
Middle East,electricity,solar,PV,2085,0.576108
Middle East,electricity,solar,PV,2090,0.576108
Middle East,electricity,solar,PV,2070,0.563114
Middle East,electricity,solar,PV,2075,0.563114
Middle East,electricity,solar,PV,2080,0.563114
Middle East,electricity,solar,PV,2085,0.563114
Middle East,electricity,solar,PV,2090,0.563114
Middle East,electricity,solar,PV,2095,0.563114
Middle East,electricity,solar,PV,2075,0.521666
Middle East,electricity,solar,PV,2080,0.521666
Middle East,electricity,solar,PV,2085,0.521666
Middle East,electricity,solar,PV,2090,0.521666
Middle East,electricity,solar,PV,2095,0.521666
Middle East,electricity,solar,PV,2100,0.521666
Middle East,electricity,solar,PV,2080,0.443991
Middle East,electricity,solar,PV,2085,0.443991
Middle East,electricity,solar,PV,2090,0.443991
Middle East,electricity,solar,PV,2095,0.443991
Middle East,electricity,solar,PV,2100,0.443991
Middle East,electricity,solar,PV,2085,0.495382
Middle East,electricity,solar,PV,2090,0.495382
Middle East,electricity,solar,PV,2095,0.495382
Middle East,electricity,solar,PV,2100,0.495382
Middle East,electricity,solar,PV,2090,0.524128
Middle East,electricity,solar,PV,2095,0.524128
Middle East,electricity,solar,PV,2100,0.524128
Middle East,electricity,solar,PV,2095,0.511259
Middle East,electricity,solar,PV,2100,0.511259
Middle East,electricity,solar,PV,2100,0.529603
Middle East,electricity,solar,PV_storage,2025,4.14817e-05
Middle East,electricity,solar,PV_storage,2030,4.14817e-05
Middle East,electricity,solar,PV_storage,2035,4.14817e-05
Middle East,electricity,solar,PV_storage,2040,4.14817e-05
Middle East,electricity,solar,PV_storage,2045,4.14817e-05
Middle East,electricity,solar,PV_storage,2050,4.14817e-05
Middle East,electricity,solar,PV_storage,2030,0.000269047
Middle East,electricity,solar,PV_storage,2035,0.000269047
Middle East,electricity,solar,PV_storage,2040,0.000269047
Middle East,electricity,solar,PV_storage,2045,0.000269047
Middle East,electricity,solar,PV_storage,2050,0.000269047
Middle East,electricity,solar,PV_storage,2055,0.000269047
Middle East,electricity,solar,PV_storage,2035,0.000727707
Middle East,electricity,solar,PV_storage,2040,0.000727707
Middle East,electricity,solar,PV_storage,2045,0.000727707
Middle East,electricity,solar,PV_storage,2050,0.000727707
Middle East,electricity,solar,PV_storage,2055,0.000727707
Middle East,electricity,solar,PV_storage,2060,0.000727707
Middle East,electricity,solar,PV_storage,2040,0.0019812
Middle East,electricity,solar,PV_storage,2045,0.0019812
Middle East,electricity,solar,PV_storage,2050,0.0019812
Middle East,electricity,solar,PV_storage,2055,0.0019812
Middle East,electricity,solar,PV_storage,2060,0.0019812
Middle East,electricity,solar,PV_storage,2065,0.0019812
Middle East,electricity,solar,PV_storage,2045,0.00384053
Middle East,electricity,solar,PV_storage,2050,0.00384053
Middle East,electricity,solar,PV_storage,2055,0.00384053
Middle East,electricity,solar,PV_storage,2060,0.00384053
Middle East,electricity,solar,PV_storage,2065,0.00384053
Middle East,electricity,solar,PV_storage,2070,0.00384053
Middle East,electricity,solar,PV_storage,2050,0.00543794
Middle East,electricity,solar,PV_storage,2055,0.00543794
Middle East,electricity,solar,PV_storage,2060,0.00543794
Middle East,electricity,solar,PV_storage,2065,0.00543794
Middle East,electricity,solar,PV_storage,2070,0.00543794
Middle East,electricity,solar,PV_storage,2075,0.00543794
Middle East,electricity,solar,PV_storage,2055,0.00832392
Middle East,electricity,solar,PV_storage,2060,0.00832392
Middle East,electricity,solar,PV_storage,2065,0.00832392
Middle East,electricity,solar,PV_storage,2070,0.00832392
Middle East,electricity,solar,PV_storage,2075,0.00832392
Middle East,electricity,solar,PV_storage,2080,0.00832392
Middle East,electricity,solar,PV_storage,2060,0.00917247
Middle East,electricity,solar,PV_storage,2065,0.00917247
Middle East,electricity,solar,PV_storage,2070,0.00917247
Middle East,electricity,solar,PV_storage,2075,0.00917247
Middle East,electricity,solar,PV_storage,2080,0.00917247
Middle East,electricity,solar,PV_storage,2085,0.00917247
Middle East,electricity,solar,PV_storage,2065,0.0100759
Middle East,electricity,solar,PV_storage,2070,0.0100759
Middle East,electricity,solar,PV_storage,2075,0.0100759
Middle East,electricity,solar,PV_storage,2080,0.0100759
Middle East,electricity,solar,PV_storage,2085,0.0100759
Middle East,electricity,solar,PV_storage,2090,0.0100759
Middle East,electricity,solar,PV_storage,2070,0.00999114
Middle East,electricity,solar,PV_storage,2075,0.00999114
Middle East,electricity,solar,PV_storage,2080,0.00999114
Middle East,electricity,solar,PV_storage,2085,0.00999114
Middle East,electricity,solar,PV_storage,2090,0.00999114
Middle East,electricity,solar,PV_storage,2095,0.00999114
Middle East,electricity,solar,PV_storage,2075,0.00889372
Middle East,electricity,solar,PV_storage,2080,0.00889372
Middle East,electricity,solar,PV_storage,2085,0.00889372
Middle East,electricity,solar,PV_storage,2090,0.00889372
Middle East,electricity,solar,PV_storage,2095,0.00889372
Middle East,electricity,solar,PV_storage,2100,0.00889372
Middle East,electricity,solar,PV_storage,2080,0.00771929
Middle East,electricity,solar,PV_storage,2085,0.00771929
Middle East,electricity,solar,PV_storage,2090,0.00771929
Middle East,electricity,solar,PV_storage,2095,0.00771929
Middle East,electricity,solar,PV_storage,2100,0.00771929
Middle East,electricity,solar,PV_storage,2085,0.00837544
Middle East,electricity,solar,PV_storage,2090,0.00837544
Middle East,electricity,solar,PV_storage,2095,0.00837544
Middle East,electricity,solar,PV_storage,2100,0.00837544
Middle East,electricity,solar,PV_storage,2090,0.00851853
Middle East,electricity,solar,PV_storage,2095,0.00851853
Middle East,electricity,solar,PV_storage,2100,0.00851853
Middle East,electricity,solar,PV_storage,2095,0.00789089
Middle East,electricity,solar,PV_storage,2100,0.00789089
Middle East,electricity,solar,PV_storage,2100,0.00826391
Middle East,electricity,solar,CSP,2015,0.0008748
Middle East,electricity,solar,CSP,2021,0.00426599
Middle East,electricity,solar,CSP,2025,0.00426599
Middle East,electricity,solar,CSP,2030,0.00426599
Middle East,electricity,solar,CSP,2035,0.00426599
Middle East,electricity,solar,CSP,2040,0.00426599
Middle East,electricity,solar,CSP,2045,0.00426599
Middle East,electricity,solar,CSP_storage,2025,3.3492e-05
Middle East,electricity,solar,CSP_storage,2030,0.000294471
Middle East,electricity,solar,CSP_storage,2035,0.000920831
Middle East,electricity,solar,CSP_storage,2040,0.00238381
Middle East,electricity,solar,CSP_storage,2045,0.00488956
Middle East,electricity,solar,CSP_storage,2050,0.0081852
Middle East,electricity,solar,CSP_storage,2055,0.0130648
Middle East,electricity,solar,CSP_storage,2060,0.0182279
Middle East,electricity,solar,CSP_storage,2065,0.0237333
Middle East,electricity,solar,CSP_storage,2070,0.0286399
Middle East,electricity,solar,CSP_storage,2075,0.0321273
Middle East,electricity,solar,CSP_storage,2080,0.0343551
Middle East,electricity,solar,CSP_storage,2085,0.0357741
Middle East,electricity,solar,CSP_storage,2090,0.0371344
Middle East,electricity,solar,CSP_storage,2095,0.0376447
Middle East,electricity,solar,CSP_storage,2100,0.038577
Middle East,electricity,geothermal,geothermal,2025,0.0103935
Middle East,electricity,geothermal,geothermal,2030,0.0236919
Middle East,electricity,geothermal,geothermal,2035,0.0362124
Middle East,electricity,geothermal,geothermal,2040,0.0470137
Middle East,electricity,geothermal,geothermal,2045,0.054089
Middle East,electricity,geothermal,geothermal,2050,0.0557697
Middle East,electricity,geothermal,geothermal,2055,0.0557362
Middle East,electricity,geothermal,geothermal,2060,0.0557178
Middle East,electricity,geothermal,geothermal,2065,0.0557059
Middle East,electricity,geothermal,geothermal,2070,0.0556955
Middle East,electricity,geothermal,geothermal,2075,0.0556908
Middle East,electricity,geothermal,geothermal,2080,0.0556819
Middle East,electricity,geothermal,geothermal,2085,0.0556662
Middle East,electricity,geothermal,geothermal,2090,0.0556502
Middle East,electricity,geothermal,geothermal,2095,0.0556353
Middle East,electricity,geothermal,geothermal,2100,0.0556147
Middle East,electricity,refined liquids,refined liquids (steam/CT),1990,0.389362
Middle East,electricity,refined liquids,refined liquids (steam/CT),2005,0.718124
Middle East,electricity,refined liquids,refined liquids (steam/CT),2010,1.02905
Middle East,electricity,refined liquids,refined liquids (steam/CT),2015,1.37641
Middle East,electricity,refined liquids,refined liquids (steam/CT),2021,1.02032
Middle East,electricity,refined liquids,refined liquids (steam/CT),2025,0.868367
Middle East,electricity,refined liquids,refined liquids (steam/CT),2030,0.781978
Middle East,electricity,refined liquids,refined liquids (steam/CT),2035,0.749013
Middle East,electricity,refined liquids,refined liquids (steam/CT),2040,0.702097
Middle East,electricity,refined liquids,refined liquids (steam/CT),2045,0.618265
Middle East,electricity,refined liquids,refined liquids (steam/CT),2050,0.521638
Middle East,electricity,refined liquids,refined liquids (steam/CT),2055,0.373989
Middle East,electricity,refined liquids,refined liquids (steam/CT),2060,0.309958
Middle East,electricity,refined liquids,refined liquids (steam/CT),2065,0.230418
Middle East,electricity,refined liquids,refined liquids (steam/CT),2070,0.172414
Middle East,electricity,refined liquids,refined liquids (steam/CT),2075,0.126
Middle East,electricity,refined liquids,refined liquids (steam/CT),2080,0.0920537
Middle East,electricity,refined liquids,refined liquids (steam/CT),2085,0.0635923
Middle East,electricity,refined liquids,refined liquids (steam/CT),2090,0.0446231
Middle East,electricity,refined liquids,refined liquids (steam/CT),2095,0.0334806
