Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Emissions|CH4,Mt CH4/yr,42.6083438396454,45.4178259372711,47.4910914897919,50.330685377121,54.5978498458862,53.4762153625488,49.3973977565765,45.3114521503448,42.7775876522064,39.2256991863251,36.097393989563
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Emissions|CH4|Energy,Mt CH4/yr,6.10885307982971,6.61890622173087,8.64430377344252,10.9975264681852,13.0326355858415,13.3853932196798,11.830647150724,8.82822741617565,7.11618206764979,5.18563192178408,3.64436159986508
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Emissions|CO2,Mt CO2/yr,3110.9615583069,3210.89411446833,3315.123098039,3379.16897105101,3831.1068423893,3763.5191246911,3426.0009082094,2819.5397468587,2112.03756987381,1588.42262028193,973.12725457455
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Emissions|CO2|AFOLU,Mt CO2/yr,1657.69591090341,1639.65022085773,1239.51420924935,987.915061724756,1189.33794484372,830.144311667916,343.669031376538,99.5705492453326,54.5284030390125,-10.9085006464954,-319.52509190154
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1483.49160856009,1602.32694751024,2115.73500166833,2438.02444832772,2696.20125394315,2993.91947002709,3144.21107697487,2778.30079543591,2108.4828992188,1641.97732871771,1327.65250647068
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,293.727478027344,355.134918212891,589.6255111694339,709.243728637695,810.888710021973,928.311309814453,1041.21600341797,1041.83288574219,845.9889984130859,680.108215332031,580.590606689453
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy,EJ/yr,20.7981188964844,22.3121328125,27.502517578125,33.8615075683594,41.877021484375,48.4622592773437,51.8043364257812,50.9520639648437,47.1059350585938,42.670982421875,37.9039428710938
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Electricity,EJ/yr,3.37666981506348,4.01846014404297,5.782259918212889,8.30866101074219,11.5801171875,14.6082868652344,17.3286181640625,19.151625,20.4663359375,20.6969748535156,19.6685747070313
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Gases,EJ/yr,2.62413868713379,2.762132751464839,4.23083316040039,7.43835443115234,11.4462442626953,13.3223038330078,13.0928870849609,12.0901827392578,11.0470600585938,9.50844592285156,7.63187005615234
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Heat,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Hydrogen,EJ/yr,2.05689589351314e-18,6.687163555317178e-06,3.51955009437006e-05,0.00598882433772,0.038833935260772,0.071177257537841,0.118384921073914,0.263979804992676,0.53311784362793,0.662544448852537,0.6460334854125981
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Industry,EJ/yr,6.8739652709960914,7.21674078369141,9.154070739746093,11.7575432128906,14.5426669921875,15.0931369628906,14.8485407714844,13.7423780517578,12.47612109375,10.9198519287109,9.28631872558594
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Liquids,EJ/yr,11.1045211817473,11.616582830039,14.1805654824045,14.1381764799021,13.2063235456944,14.6935519572954,15.9310505224703,14.773990297697,10.8143669682526,8.10177614077986,6.77198060604241
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Residential and Commercial,EJ/yr,5.31223441314697,6.04202940368652,6.5430089111328105,8.59655813598633,12.2724141235352,15.8176649780273,18.4949619140625,19.7864660644531,19.8421467285156,18.9919410400391,17.4981839599609
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Solar,EJ/yr,0.0002159999944268,0.0003527999939396,0.021412043932404,0.174726456952089,0.676687096340232,1.66379961377626,3.038021574709009,4.94166760995354,7.92347985930072,9.20733366262557,8.26819346337783
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Solids,EJ/yr,3.69278952026367,3.91495207193494,3.30882730102539,3.97032776641846,5.6055089302063,5.7669365043640095,5.33339280509949,4.67227961349487,4.24505893135071,3.701245054244999,3.1854830942153898
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Solids|Biomass,EJ/yr,3.07048684692383,3.19452165201306,2.40504654693604,2.69438259887695,4.086482944488529,4.29754011154175,4.02292036247253,3.5986967124939,3.43882806587219,3.16728738212585,2.87862814426422
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Solids|Coal,EJ/yr,0.622302673339844,0.7204304199218751,0.9037807540893552,1.2759451675415,1.51902598571777,1.46939639282227,1.31047244262695,1.07358290100098,0.8062308654785161,0.533957672119141,0.306854949951171
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Transportation,EJ/yr,6.85327954101563,7.17653430175781,9.76592492675781,10.9622462158203,12.410140625,14.2178699951172,15.3090419921875,14.4011928710938,12.0512550048828,10.2966390380859,8.9909228515625
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Transportation|Electricity,EJ/yr,0.014556169867515,0.027121592164039,0.033221179723739,0.079452757835388,0.137401998519896,0.212608457565308,0.343342891693115,0.7782409057617191,1.839883056640629,2.72282431030273,3.03762878417969
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Transportation|Hydrogen,EJ/yr,2.05689589351314e-18,6.687163555317178e-06,3.51955009437006e-05,0.0004067759700556,0.001870937316678,0.004662890151142,0.020924416184425,0.134478939056396,0.38510368347168,0.485456703186035,0.425352584838867
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Final Energy|Transportation|Liquids,EJ/yr,6.838723543807862,7.14940370768309,9.70885274988413,10.6142933810949,10.3635637989044,12.3756081352234,13.943272819519,12.8815513916016,8.97939117431641,6.29651351928711,5.10756428527832
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Population,million,556.492286682129,589.496368408203,639.040687561035,669.366859436035,682.479454040527,678.23656463623,658.8923568725589,628.945083618164,590.654235839844,543.104156494141,486.243133544922
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy,EJ/yr,27.381744140625,29.9923024902344,38.29078759765621,45.1183251953125,53.4551953125,60.8158046875,65.25065234375,65.0945205078125,59.899025390625,53.553705078125,47.2503369140625
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy|Biomass,EJ/yr,4.203218200683589,4.73112223052979,4.16749773406982,3.907565231323241,5.58309675598145,6.420239452362059,7.194813611984251,9.46703454208374,10.8691657581329,10.0074890422821,9.31162457275391
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy|Coal,EJ/yr,1.32540348052979,1.48334631347656,3.52404769897461,4.32977142333984,5.1731435546875,5.99605700683594,6.54993505859375,6.57644091796875,5.40234301757813,3.927611083984379,2.79723748779297
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy|Fossil,EJ/yr,20.7477178421021,22.51934790039061,30.2813461608887,35.9991835327148,40.3579356689453,44.4488869628906,45.88019580078129,41.0454793701172,31.3528142089844,24.807557800293,20.24559527587889
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy|Gas,EJ/yr,5.76276638793945,6.78488269042969,11.0883620605469,16.765673828125,21.6780070800781,23.8406708984375,24.12520385742189,22.2551196289063,18.9190502929687,16.3261870117188,14.0337139892578
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy|Nuclear,EJ/yr,0.099118799999999,0.0992628,0.116231646796875,0.109335581999999,0.098546456999999,0.0627467128125,0.021287914406249,0.00566664021875,0.004938566125,0.00290048909375,0.0008969416953125
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Primary Energy|Oil,EJ/yr,13.6595479736328,14.2511188964844,15.6689364013672,14.90373828125,13.5067850341797,14.6121590576172,15.2050568847656,12.2139188232422,7.0314208984375,4.553759704589839,3.414643798828129
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity,EJ/yr,4.12629824,4.834381568,6.86443616,9.873056512,13.601965056,16.970843904,19.98555392,22.071304192,23.52334592,23.56962688,22.134276864
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass,EJ/yr,0.0264563999999999,0.0420228,0.152364272,0.143905273,0.022403193213134,0.007581462632812,0.002192236765625,0.00162367880371,0.0003258774945459,4.891871948242189e-07,2.00932305306196e-11
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.0264563999999999,0.0420228,0.152364272,0.143905273,0.022403193213134,0.007581462632812,0.002192236765625,0.00162367880371,0.0003258774945459,4.891871948242189e-07,2.00932305306196e-11
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Coal,EJ/yr,0.1925639999999999,0.2361096,0.900149067999999,1.141226220101139,1.475663624277199,1.933435247405929,2.350670692811509,2.5215230993733497,2.16714769305815,1.64958580094953,1.238330289294199
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,0.1925639999999999,0.2361096,0.900149067999999,1.141226220101139,1.475663624277199,1.933435247405929,2.350670692811509,2.5215230993733497,2.16714769305815,1.64958580094953,1.238330289294199
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Gas,EJ/yr,0.798357515999999,1.124265648,1.705476336,3.24696440804165,4.3911005360579,4.82319657418215,5.1485849109546304,4.61652592688976,3.29547205667413,2.78197159221742,2.75301852202979
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.798357515999999,1.124265648,1.705476336,3.24696440804165,4.3911005360579,4.82319657418215,5.1485849109546304,4.61652592688976,3.29547205667413,2.78197159221742,2.75301852202979
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Hydro,EJ/yr,2.32900544,2.625364416,3.556480264,4.326317552,4.965496864,5.248040752,5.543684327999999,5.80457256,5.838463888,5.801181536000001,6.319527487999999
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,2.36367344,2.672693616,3.76079527314233,5.231623588447269,7.61425224463086,10.1430667735576,12.4628210360029,14.9259643546638,18.05546385721511,19.1351678051345,18.1420312336938
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Nuclear,EJ/yr,0.099118799999999,0.0992628,0.116231646796875,0.109335581999999,0.098546456999999,0.0627467128125,0.021287914406249,0.00566664021875,0.004938566125,0.00290048909375,0.0008969416953125
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Oil,EJ/yr,0.646127999999999,0.660027616,0.229418732,0.0,0.0,0.000817800296875,7.814011536538597e-12,2.422194927930831e-11,1.8384620547294588e-11,5.72637608274818e-12,0.0
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Solar,EJ/yr,0.000216,0.0003528,0.021412043376953,0.174726056,0.6770781640000001,1.672536688,3.074350623999999,5.036368992,8.172789216,9.63344752,8.569132544
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Electricity|Wind,EJ/yr,0.002469599999999,0.0168552,0.14781190771875,0.6011909520000001,1.777925464,2.990707408,3.597573311999999,3.8585983919999993,3.953468976,3.767196288,3.147467296
IMAGE 3.0.1,SSP1-Baseline,Latin American countries,Secondary Energy|Hydrogen,EJ/yr,0.0,7.93846918758501e-14,2.3914811867714904e-05,0.006164053597491,0.077127585847555,0.144431809854114,0.203705873763568,0.340244979054119,0.611268059235967,0.7601148926169361,0.752500039879692
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity,GW,2232.02291015625,2413.08237890625,2750.01650390625,2979.21528125,3241.806703125,3969.7255,4638.596984375,5216.202390625,5549.74621875,5429.514609375,5201.824421875
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Biomass,GW,55.48115032672879,64.26322055149079,69.5854006239176,55.3018957472406,25.7481847408973,7.28044210982438,0.6160171298265861,0.5718080972616341,0.477101487861259,0.330911394327648,0.187879451484643
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Coal,GW,514.553466133118,510.563880989075,482.564569587708,415.771527950287,377.569491791368,390.251459962037,409.1846793834231,442.651352112916,423.626489289429,356.501615120522,281.368856864105
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Gas,GW,608.885046173096,648.038963867188,787.40415045166,995.957447937012,1188.8985022583,1364.01781542976,1435.07169655413,1476.66212330801,1503.67301494009,1455.10147722032,1339.83518928066
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Hydro,GW,440.447896484375,456.248188476563,481.352118164063,520.225278320313,541.4376796875,544.75601953125,547.411076171875,551.700927734375,555.990859375,560.280802734375,564.5706484375
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Nuclear,GW,323.872197265625,325.353697265625,333.5050703125,326.127466796875,208.531715510845,55.0328727464676,18.5942553949356,8.34697999668121,0.01008759021759,0.018926811218261,0.014415554285049
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Oil,GW,226.819965026855,230.169427307129,160.991515174866,122.699853034973,49.93107923126221,4.15369999981051,2.07712294006472,2.0673935375226,1.7543388805401792,1.00413361978579,0.485060609521132
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Solar,GW,4.73310144375637,37.9207999448776,174.004232860565,213.728296182506,331.312249399185,697.3318856048579,1139.74902073669,1603.31865768433,1808.43887298584,1776.73875901794,1829.69447930145
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Wind,GW,52.23570036625861,134.290509326935,251.2839504508969,305.846219055176,469.958798950195,852.45676550293,1025.42165332031,1064.38404248047,1183.24951464844,1200.98621862793,1101.08873797607
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4,Mt CH4/yr,74.7440019845963,73.78165721893309,72.1655343770981,72.0611317157745,72.4217667579651,68.5001122951508,67.5123126506805,66.74237000942229,63.7334535121918,60.12480580806729,55.9070991277695
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4|Energy,Mt CH4/yr,27.399859705878,24.9184591348712,22.7558373638894,23.51905438349789,25.1740584663712,22.9092787281697,23.2147965350741,23.8201102405947,22.541291336187,21.2707266745892,19.4479091310823
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2,Mt CO2/yr,13121.7581875332,11576.5154404038,11086.6943776355,9608.72664983999,9170.8187467647,8680.83192141294,8328.52407658315,7522.618063021108,6689.97094024441,5882.98444165624,5366.85453082237
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|AFOLU,Mt CO2/yr,19.9181220650561,-564.014727134881,-577.934518758806,-1000.06106635522,-956.062229367775,-855.499691419417,-763.026090552271,-939.135252081577,-873.4980168922549,-906.9955841159688,-776.9066930797238
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,13388.3138874117,12425.6632935926,11934.5324422419,10854.0996205956,10357.6923280144,9748.93302149232,9291.998655643309,8647.05235514231,7733.154643779619,6940.944422708821,6278.82327108271
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,4919.956840515139,4621.76001739502,4329.195198059079,4059.56481933594,4078.76528549194,4113.18030548096,4190.34229278564,4217.93564605713,4009.94916534424,3782.84515380859,3633.22973632812
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy,EJ/yr,160.838891357422,152.964500976563,153.708977539062,149.433610839844,150.1021328125,146.128827148437,146.007965332031,144.265624511719,140.544949707031,136.151084472656,131.236159667969
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Electricity,EJ/yr,30.1342110900879,30.87272387695311,33.8633733520508,37.2563837890625,40.6425837402344,44.8420120849609,49.5710126953125,53.0160864257813,54.6396702880859,54.14637414550779,52.86714331054689
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Gases,EJ/yr,34.5052530212402,33.175547088623,35.92662408447271,42.8725185546875,48.42527844238279,42.6068406982422,41.8257509765625,41.76902392578121,38.8253969726563,33.91315277099611,28.6194563598633
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Heat,EJ/yr,2.37509484481812,2.3079730253219592,2.34947995948791,2.372483568191529,2.22030046653748,2.03149449920654,1.7890867490768398,1.53022712469101,1.27413372731209,1.04462767624855,0.8516236190795891
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Hydrogen,EJ/yr,6.8739072713042115e-09,0.0003205460696053,0.015559973540112,0.864734006851912,2.77559941196442,2.86787087440491,3.66140508651733,5.761190864562991,8.536936004638669,11.9902095947266,15.7541338806152
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Industry,EJ/yr,35.7790202026367,33.0539619140625,33.6250358886719,35.0239263916016,37.3205473632812,36.5521893310547,35.3097944335938,33.7051910400391,31.96800805664061,29.8583050537109,27.2964671630859
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Liquids,EJ/yr,83.22971052148941,76.6919290970557,71.43686642910959,55.2855320149725,43.5513475540732,41.32894100002722,38.153410608687,32.3433156467055,28.0538746726802,26.4552309379149,25.261397860842
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Residential and Commercial,EJ/yr,55.5037818603516,55.18076452636721,54.7371230163574,56.59388696289061,58.2956595458984,58.25840637207029,59.40304858398439,59.9445288696289,59.2268214111328,57.705992980957,55.4624371948242
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solar,EJ/yr,0.015069600319955,0.113349598854779,1.10215655947025,1.61832332249481,2.602033879848349,5.529518444583482,9.09291554976321,12.913805126686,15.1314467791044,15.8433399751029,16.949448067351
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids,EJ/yr,10.5946154098511,9.9160012724027,10.1170719070435,10.7819724235535,12.48702333498,12.4516656942368,11.0072939786911,9.8457744345665,9.214957778453831,8.60150291347504,7.88239578819275
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids|Biomass,EJ/yr,4.46081395721436,4.351475210390991,4.24218511962891,5.08947218704224,7.41336944246292,8.4145730009079,7.97029931163788,7.646714059352878,7.51911259794235,7.32136937046051,7.02173368644714
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids|Coal,EJ/yr,6.13380145263672,5.56452606201172,5.87488678741455,5.69250023651123,5.07365389251709,4.03709269332886,3.03699466705322,2.19906037521362,1.6958451805114692,1.28013354301453,0.8606621017456051
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation,EJ/yr,54.8841253662109,51.14924072265629,51.6758559570312,46.39434252929689,45.65255419921871,44.14715014648439,44.0579556884766,43.42497448730471,42.6494179077148,42.3043426513672,42.53396722412111
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Electricity,EJ/yr,0.368058352470398,0.345186052799225,0.6435421009063721,1.53123976659775,2.69565929508209,4.60470164871216,6.4738685760498,8.747673995971683,10.9875725708008,12.678078338623,13.753623046875
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Hydrogen,EJ/yr,6.8739072713042115e-09,0.0003205460696053,0.015559973540112,0.07054421620653,0.175945159753785,0.339423061848618,0.7588820903673771,1.73211498624086,2.53362467193604,2.58571447563171,3.49767292785645
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Liquids,EJ/yr,54.5160664480031,50.8037045701444,50.9524008008838,43.76538529157639,36.3151550022811,35.8208797270656,32.986752569411,27.3267449572408,23.82133112689731,23.0898921293364,22.0126721973419
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Population,million,1087.2905216217,1120.40413475037,1179.61062240601,1231.69411849976,1276.42444229126,1312.33925247192,1338.17258453369,1348.7812538147,1341.48283004761,1311.22069168091,1261.89805221558
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy,EJ/yr,213.258084716797,202.651572753906,200.700241210937,194.393123535156,193.435490234375,189.086358886719,189.409959472656,186.996340332031,181.597579589844,174.951185058594,169.916449707031
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Biomass,EJ/yr,8.529372359037401,9.812627017974853,10.172156504631,14.2904445571899,18.72393200349811,21.1405232725143,23.01543577861789,25.82788342428211,29.5856308836937,32.2457077951431,35.2063073558807
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Coal,EJ/yr,44.895424987793,40.9917121582031,37.9479676818848,32.2866215820313,28.4909534606934,26.7305020141602,25.86609616088871,25.1472467956543,22.1449567260742,18.2090582733154,14.0915151672363
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Fossil,EJ/yr,191.66780279541,179.089592163086,173.401050689697,160.968314453125,155.029166229248,144.351885314941,137.956449432373,128.798304229736,116.171361633301,105.991552696228,98.1232321777344
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Gas,EJ/yr,54.4733505859375,56.0461607666016,60.3411918945312,73.59685546875,86.33617944335941,81.5902404785156,81.28073559570309,81.01143469238279,78.33401391601559,75.23387219238279,73.42263659667971
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Nuclear,EJ/yr,8.02281968,7.778765184,7.904943936,7.972221856,5.144005072,1.36701222740625,0.4647447935,0.209728987203125,0.000218790203125,0.000444303703125,0.0003630225234375
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Oil,EJ/yr,92.29902722167972,82.0517192382813,75.1118911132812,55.0848374023438,40.20203332519529,36.0311428222656,30.8096176757813,22.6396227416992,15.6923909912109,12.5486222305298,10.6090804138184
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity,EJ/yr,36.176953152,36.647743936,38.849776512,42.16827199999999,45.691002624,50.557912704,55.48712217600001,59.088189696,60.886306816,59.728014848,58.11074048
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass,EJ/yr,0.6971261519003911,0.942434431312499,0.7280383951015631,0.482614103421875,0.255447030009689,0.114957477371581,0.007813792661375,0.00765622854371,0.006133595980145,0.004332179206937,0.002173015529501
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.6971261519003911,0.942434431312499,0.7280383951015631,0.482614103421875,0.255447030009689,0.114957477371581,0.007813792661375,0.00765622854371,0.006133595980145,0.004332179206937,0.002173015529501
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Coal,EJ/yr,13.741303993,12.629112209,11.570561221,9.83708988859375,9.133252262855963,9.303645282,9.838901662,10.394237342,9.618660482,7.960288629,6.122562339130829
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,13.741303993,12.629112209,11.570561221,9.83708988859375,9.133252262855963,9.303645282,9.838901662,10.394237342,9.618660482,7.960288629,6.122562339130829
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Gas,EJ/yr,6.86304151,8.2726629,8.5165024046875,11.676303008,15.279456551875,16.270991494,15.8414846232695,14.8656428907197,13.9236594838203,13.5052225750342,13.8110259083322
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,6.86304151,8.2726629,8.5165024046875,11.676303008,15.279456551875,16.270991494,15.8414846232695,14.8656428907197,13.9236594838203,13.5052225750342,13.8110259083322
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Hydro,EJ/yr,4.68560864,4.8935631520000005,5.221088848,5.56147848,5.795166288,5.852557184,5.900792432,5.933904544,5.996100384,6.072386527999999,6.163233072000001
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,5.14903306057617,6.1049955915,9.41943265226624,11.6933762575639,15.6459325713281,23.4428310895,29.3087955828125,33.5870601438125,37.320896267125,38.2475774995,38.169952165
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Nuclear,EJ/yr,8.02281968,7.778765184,7.904943936,7.972221856,5.144005072,1.36701222740625,0.4647447935,0.209728987203125,0.000218790203125,0.000444303703125,0.0003630225234375
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Oil,EJ/yr,1.7036275173125,0.9197709151015632,0.710303475,0.506669561703125,0.232911517507811,0.058472838228515,0.025373637124999,0.0238645955,0.016741650523437,0.010151819488281,0.004667669497314
