Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM 4.2,SSP5-Baseline,Countries from the Reforming Economies of the Former Soviet Union,Secondary Energy|Hydrogen,EJ/yr,,0.0,0.018138618000000002,0.053343265,0.105594406999999,0.17137211,0.22158782,0.270705385,0.31207348900000004,0.348378546,0.367151261
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity,GW,,632.277985948787,629.86748799504,996.47818645362,1597.24144953888,2342.64462184467,3194.0941441946,3980.0787556637,4545.694181643161,4875.1717174627,5050.90083604726
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Biomass,GW,,0.119720319634703,3.82918430523845,12.6020407233004,28.9448225440766,53.7421543632673,85.2173725266362,120.707359921994,152.562275851408,175.664225488331,189.392021935249
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Coal,GW,,42.0344082952816,65.7369918505835,100.865425624683,150.3805563483,213.640744823377,278.010088906329,345.500005152841,406.21581803336,462.130434265602,524.901923595256
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Gas,GW,,151.500532724505,278.213225694444,420.753755604706,619.395062817098,834.419721627662,976.842288004185,1100.55050930682,1176.20426138382,1157.44145444888,1175.18849958777
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Nuclear,GW,,1.53462709284627,2.87323912001804,29.1093723927504,90.8401588660579,153.752756356052,221.673609138057,293.798106255989,364.881396922037,403.313457283387,407.825955874063
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Oil,GW,,418.5238647894471,213.060520199138,272.746438831812,344.1286255390661,401.319360096397,542.229724521182,653.847104895992,769.72051901002,905.1741374936572,1006.73989785483
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Solar,GW,,0.054794520547944,27.7276871034665,70.3548339043058,182.26005009546,397.792600774602,705.5671299824451,1007.14912356423,1183.54454251187,1281.33460136875,1266.66934731392
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Capacity|Electricity|Wind,GW,,0.7101709912782971,10.4628106854952,47.8368932400239,126.000176127214,221.118481006509,306.493172815724,369.3078812706109,392.20427616252,378.606635527651,363.120074200914
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Emissions|CH4,Mt CH4/yr,,56.637573825,60.1474024,76.460970365,96.828025772,118.31790963,136.060126844,147.771543018,149.236886031,147.048656597,136.982716061
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Emissions|CH4|Energy,Mt CH4/yr,,23.099272896,18.620612154,24.734785168,33.272216843,41.621520429,46.663050539,45.338987147,34.19149057,23.423896223,8.120156085
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Emissions|CO2,Mt CO2/yr,,4574.22155401461,4432.70891146289,6285.85816983556,9691.60471530635,12869.6842268967,15946.5713109797,19013.7021646205,21327.3546927879,22934.3766208595,23766.023708977
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Emissions|CO2|AFOLU,Mt CO2/yr,,1609.99114841033,598.869440953667,419.344135822333,825.860761858,578.361850113667,51.8905270326667,-67.5223896049999,-77.8897933953333,-202.272287605667,-300.638355501
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,2964.23040560427,3833.83947050923,5866.514034013238,8865.74395344835,12291.322376783,15894.680783947,19081.2245542255,21405.2444861833,23136.6489084651,24066.662064478
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,,1002.54673722867,1275.38549305933,1856.96183053333,2632.62141354667,3487.14663986333,4233.927823363339,4907.89901326999,5415.787458033329,5718.83091963334,6084.35919703334
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy,EJ/yr,,44.920991925,58.95336679800001,81.824670759,115.946591712,155.964884254,198.119055093,238.224079723,269.847827792,291.639140847,304.48882254
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Electricity,EJ/yr,,4.53228389,7.984881127,13.946660078,23.556711523,35.086143727,46.44786435,57.13000826,65.09498981899999,68.941845373,71.185306048
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Gases,EJ/yr,,8.411787687999999,10.904806838,14.793164195,19.800686288,24.488784913,28.941865811,33.37034821,36.905864111,39.248579306,42.318874374
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Heat,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Hydrogen,EJ/yr,,0.0,0.03696681,0.174176947,0.528724407,1.162573133,1.746821301,2.338708557,2.8790162070000003,3.374171944,3.65533382
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Industry,EJ/yr,,16.296187857,22.917597118,34.22011106,50.010419271,64.927699708,76.37230717,85.97920340299999,93.242974442,98.146312208,101.646727007
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Liquids,EJ/yr,,16.982188327,22.612976281999998,33.472285497,51.359566143,73.74459943,99.822102087,125.01825669,145.867340248,162.327759854,171.26737714
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Solids,EJ/yr,,14.99473202,17.413735741,19.438384042,20.700903351,21.482783051,21.160401544,20.366758006,19.100617407,17.74678437,16.061931158
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Solids|Biomass,EJ/yr,,13.784981687,15.90950411,17.54201997,18.328981418,18.771022383000002,18.207478225,17.349841709,16.140590054,14.882292026,13.351431876
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Solids|Coal,EJ/yr,,1.2097503330000001,1.5042316310000001,1.896364072,2.371921933,2.711760668,2.952923319,3.016916297,2.960027353,2.8644923440000003,2.710499282
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation,EJ/yr,,10.789353989,14.381978029,20.942278917,31.32788956,44.048008475,59.735664209,76.238707114,91.425567083,104.505666609,114.781859895
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation|Electricity,EJ/yr,,0.01736861,0.031272077,0.058442178000000004,0.10675822300000001,0.188282527,0.31404395,0.48420966,0.710168719,0.999172873,1.281837748
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation|Hydrogen,EJ/yr,,0.0,0.007607936000000001,0.050585872999999004,0.141946273,0.295427565,0.514185491,0.763408747,1.022260367,1.268094384,1.45389195
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation|Liquids,EJ/yr,,10.559908491,13.838581452,19.568447877,28.376885743,38.79338552,51.510059307,64.59527339,76.197038688,85.768015724,92.56441576
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Population,million,,1237.419,1495.489,1728.104,1931.489,2085.759,2185.143,2237.161,2242.164,2204.656,2130.578
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy,EJ/yr,,58.26001119,76.175990443,111.569261504,162.266538455,219.747521846,277.965882651,329.95045497,368.057654667,392.822692998,406.668481744
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy|Biomass,EJ/yr,,13.7989868,17.2516552,21.10263499,24.546313448,27.888361663,30.270258178,31.603532768,31.975608086,31.686010451,30.533586394
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy|Coal,EJ/yr,,4.601230200000002,7.5375250000000005,16.684087,29.14721,43.31577,58.77131,69.82208,77.08765,84.15221,86.98902
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy|Fossil,EJ/yr,,43.9586468,57.7657169,87.28544000000002,130.345216,179.109274,228.76953,273.60155,307.064078,330.024704,345.091466
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy|Gas,EJ/yr,,16.7746766,25.958082,41.592392,61.45018,80.11421,93.19253,103.06659,107.00839,103.29184,104.46851
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy|Nuclear,EJ/yr,,0.043556399999999995,0.08154942200000001,0.8261938510000001,2.578261725,4.363872232,6.2916290440000004,8.338695371,10.35620976,11.44700387,11.57507941
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Primary Energy|Oil,EJ/yr,,22.58274,24.2701099,29.008961,39.747826,55.67929399999999,76.80569,100.71288,122.968038,142.580654,153.633936
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity,EJ/yr,,5.56746661681,9.651601675,16.772758268,28.247476889,41.910696817,55.254166933,67.775787366,77.16284562199999,81.624324681,84.294817599
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Biomass,EJ/yr,,0.0030204,0.096605725,0.317934365,0.730243139,1.355850064,2.149932048,3.045301841999999,3.848963145,4.431797612,4.778133443
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,,0.0030204,0.096605725,0.317934365,0.730243139,1.355850064,2.149932048,3.045301841999999,3.848963145,4.431797612,4.778133443
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Coal,EJ/yr,,1.06047768,1.65846542,2.5447136500000003,3.79392098,5.389899623,7.013860931,8.71655053,10.24833763,11.6589963,13.24264565
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,,1.06047768,1.65846542,2.5447136500000003,3.79392098,5.389899623,7.013860931,8.71655053,10.24833763,11.6589963,13.24264565
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,,2.6817340868099997,5.8854228960000015,9.497455497,14.613762792,20.174624253,23.940715913,27.224616862,29.201612916,28.784813554,29.213895909
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,,2.6817340868099997,5.8854228960000015,9.497455497,14.613762792,20.174624253,23.940715913,27.224616862,29.201612916,28.784813554,29.213895909
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Geothermal,EJ/yr,,0.00529559,0.10917835000000001,0.31591897,0.42889913900000004,0.43921676400000004,0.44033175900000004,0.440336462999998,0.43994761200000004,0.43964183900000003,0.439073832999998
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Hydro,EJ/yr,,0.4437737,0.5963155,0.748974199999998,0.9660516,1.2475506,1.5290475,1.810543399999999,2.092042299999999,2.3735402,2.5142881
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,0.45882119,1.077068968,2.354992663,4.796747282,8.386013951,12.634465429,16.406676831,18.661758821,19.664974677,19.46834994
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Nuclear,EJ/yr,,0.043556399999999995,0.08154942200000001,0.8261938510000001,2.578261725,4.363872232,6.2916290440000004,8.338695371,10.35620976,11.44700387,11.57507941
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Oil,EJ/yr,,1.31985686,0.852489244,1.231468242,1.734540971,2.240436694,3.223563568,4.04394593,4.84596335,5.636738668,6.016713247
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Solar,EJ/yr,,0.0003456,0.223095552,0.596151109,1.573967104,3.421846151,6.025613195,8.565480163,10.069177423,10.881923209,10.789310677
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Wind,EJ/yr,,0.0094063,0.148479566,0.693948384,1.827829439,3.277400436,4.639472975,5.5903168050000005,6.060591486,5.969869429,5.72567733
GCAM 4.2,SSP5-Baseline,Countries of the Middle East and Africa,Secondary Energy|Hydrogen,EJ/yr,,0.0,0.036966907,0.174174991,0.5287239060000001,1.162572419,1.746822481999999,2.3387070530000003,2.879017325,3.374171589,3.6553329210000003
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity,GW,,396.364036509295,448.020741803219,659.5100074178949,913.8107186501468,1136.78714714369,1310.9523699769,1412.56291802831,1437.48910667136,1386.78133094972,1287.86252477493
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Biomass,GW,,6.05381785895484,15.7486255390665,24.5239895278412,35.0673124762176,44.17376407122011,52.4380143328259,59.4696985191527,58.1752227612887,55.7184959252917,48.7220660514967
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Coal,GW,,10.0881330067225,23.7019723490614,40.4395111935565,62.4017079686707,84.12748485857429,103.416757356672,122.750736459919,133.011464675292,137.225690084348,134.68966379693
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Gas,GW,,57.2371630834601,120.406657787925,193.948010527651,283.45102367136,356.190267709919,373.451942652841,365.919585996956,338.895466102232,291.539321981228,265.277582699137
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Nuclear,GW,,3.49733637747336,5.0974193161959604,10.6555056654828,22.6947549890073,38.8145062433057,53.0932482806246,65.5215910211963,76.9324655420261,81.0831437792433,76.5077801736286
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Oil,GW,,212.502727042111,130.613144897894,173.545124698757,188.175347578957,177.81422219844,189.361965571093,195.09222154839,205.8356364948,203.832347356988,190.907763587646
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Solar,GW,,0.026319127346524,16.2071789086081,40.63535308622171,92.9128169571664,167.769165804043,250.206266858413,307.033280586623,321.461140579919,316.07209345219,280.6500916332701
GCAM 4.2,SSP5-Baseline,Latin American countries,Capacity|Electricity|Wind,GW,,1.21192106979778,13.0656833107841,37.3250769307128,76.29416815564821,103.379601428155,115.592389187489,114.338057035346,110.778555185392,99.85665924657542,86.8948800735668
GCAM 4.2,SSP5-Baseline,Latin American countries,Emissions|CH4,Mt CH4/yr,,47.663797361,46.61611299899999,50.537449013,53.358126757,54.06117459399999,54.541560951,55.656489753,53.593514347,55.56298525800001,44.681628697
GCAM 4.2,SSP5-Baseline,Latin American countries,Emissions|CH4|Energy,Mt CH4/yr,,7.8909337760000025,5.080032939,7.032470042999999,9.185844159,10.303584913,12.197530221,15.349318693,15.772378661,20.72094276,13.275253047
GCAM 4.2,SSP5-Baseline,Latin American countries,Emissions|CO2,Mt CO2/yr,,3153.32032800643,2500.93537009862,3435.66040829766,4610.798844525129,5598.15297653334,6556.53397832107,7110.183214242171,7371.390527324259,7312.20308041521,7043.67375172047
GCAM 4.2,SSP5-Baseline,Latin American countries,Emissions|CO2|AFOLU,Mt CO2/yr,,1400.46895894767,41.0242469413334,-117.654144762,-183.684734794,-235.316365265667,-137.507283675667,-163.872987567667,-199.116227878333,-285.86416606,-369.817366079334
GCAM 4.2,SSP5-Baseline,Latin American countries,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,1752.85136905877,2459.911123157289,3553.31455305967,4794.48357931913,5833.469341799,6694.04126199673,7274.05620180984,7570.5067552026,7598.067246475202,7413.4911177998
GCAM 4.2,SSP5-Baseline,Latin American countries,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,,337.337038936334,535.732075893667,841.083030076666,1183.02346730333,1454.71463925333,1598.30564325667,1674.55134979,1648.04483404,1541.88965516667,1436.70971062667
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy,EJ/yr,,27.646858622,35.5357362,46.066791495,58.904337623,69.964293036,78.222882447,83.685743459,86.303238069,86.335782715,84.13988740399999
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Electricity,EJ/yr,,4.10752745,6.422862647000001,9.703745799,14.043269634,18.074013153,20.755236409,22.36942931,22.829034173,22.106464378,20.822393229
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Gases,EJ/yr,,4.259633825,5.3893323639999995,7.25782382,9.311702306,11.020466637,12.371553101,13.520688373,14.334206026,14.674918846,15.153515965
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Heat,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Hydrogen,EJ/yr,,0.0,0.044583110999999,0.150731745,0.317042472,0.521007046,0.6665266230000001,0.794863107999999,0.8951583000000001,0.963109755999999,0.9680913350000001
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Industry,EJ/yr,,12.80485799,16.552176871,20.566382026,24.160060655,26.441266646,27.71683674,28.305909066,28.229404197,27.403608267,26.076168501
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Liquids,EJ/yr,,14.280515814,19.312662698,24.840932039,31.345189114,36.705499365,41.055678271,43.939831398,45.50636648800001,46.160205438,45.107274193
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Solids,EJ/yr,,4.999181533,4.36629538,4.113558092,3.8871340969999992,3.643306835,3.373888043,3.06093127,2.738473082,2.431084297,2.088612682
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Solids|Biomass,EJ/yr,,4.289363363000001,3.509611621,3.082034321,2.697428116,2.380258307,2.099497794,1.84511158,1.605900941,1.3852517020000001,1.1596279520000001
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Solids|Coal,EJ/yr,,0.70981817,0.856683759,1.031523771,1.189705981,1.2630485280000001,1.274390249,1.21581969,1.132572141,1.045832595,0.92898473
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Transportation,EJ/yr,,9.582377567,12.231233455,16.061116583,21.2508277,26.150286706,30.389977194,34.014248805,36.89299472800001,39.018548789,40.210773244
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Transportation|Electricity,EJ/yr,,0.016294293999999,0.066174993,0.142037821999999,0.25890839400000004,0.418810389,0.5825425780000001,0.736882829,0.8837728760000001,1.013618068,1.087637985999999
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Transportation|Hydrogen,EJ/yr,,0.0,0.008022102,0.050649183,0.129695305,0.239616021,0.356527391,0.467960282,0.56313347,0.632455636,0.660073675
GCAM 4.2,SSP5-Baseline,Latin American countries,Final Energy|Transportation|Liquids,EJ/yr,,9.346679273,11.633314549,14.635785985,18.4096603,21.542050044,24.113885468,26.16535702,27.62097655,28.608238461,28.828976484000002
GCAM 4.2,SSP5-Baseline,Latin American countries,Population,million,,586.2230000000002,632.938,656.91,663.409,652.794,627.684,593.746,553.665,506.567,452.334
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy,EJ/yr,,33.515515082,45.61402751600001,63.651658944,84.028706212,100.759707726,113.37080025,120.965309118,123.81888145,122.315471361,118.098682975
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy|Biomass,EJ/yr,,4.738232892,5.434239567000001,6.588398281,7.4507188289999995,7.864811123,8.172405595,7.917438941,7.161574997000001,6.452037119,5.5367383740000005
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy|Coal,EJ/yr,,1.44790165,3.494891999999999,8.884979,14.333961,18.668166,22.89177,24.49769,24.51622,24.530920000000002,23.04421
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy|Fossil,EJ/yr,,25.99394105,36.6071649,52.358511,70.09953399999999,84.551243,95.29378,102.119311,105.047153,104.09847,101.36752
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy|Gas,EJ/yr,,7.841464,12.687671,21.46433,30.53409000000001,37.20456,40.81504,42.4236,42.37449,39.47728,38.52524
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy|Nuclear,EJ/yr,,0.0992628,0.144676994,0.30242882400000004,0.6441316140000001,1.101648842,1.50691381,1.859660005,2.18352801,2.30133422,2.17147442
GCAM 4.2,SSP5-Baseline,Latin American countries,Primary Energy|Oil,EJ/yr,,16.7045754,20.4246019,22.009202,25.231483,28.678517,31.58697,35.19802100000001,38.156443,40.09027,39.79807
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity,EJ/yr,,5.020225841,7.7917249129999995,11.633611157,16.651963509,21.208988053,24.116486818,25.780733984,26.147451905,25.168596834,23.586053478
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass,EJ/yr,,0.15273056000000002,0.397318923999999,0.618710827,0.8847062130000001,1.114451059,1.3229481760000001,1.50034913,1.46769106,1.40571079,1.2291992600000001
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,,0.15273056000000002,0.397318923999999,0.618710827,0.8847062130000001,1.114451059,1.3229481760000001,1.50034913,1.46769106,1.40571079,1.2291992600000001
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Coal,EJ/yr,,0.25451149,0.59797232,1.02024034,1.57432021,2.12243549,2.609080688,3.09685378,3.3557196400000002,3.46203949,3.3980585899999998
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,,0.25451149,0.59797232,1.02024034,1.57432021,2.12243549,2.609080688,3.09685378,3.3557196400000002,3.46203949,3.3980585899999998
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Gas,EJ/yr,,1.159494051,2.716304648,4.52877437,6.783346535,8.647266137999999,9.150690874,9.036988755,8.408549998,7.250778932999999,6.596218993
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,,1.159494051,2.716304648,4.52877437,6.783346535,8.647266137999999,9.150690874,9.036988755,8.408549998,7.250778932999999,6.596218993
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Geothermal,EJ/yr,,0.035611199999999,0.33143459000000003,0.57195558,0.73497542,0.77531112,0.744230684,0.717495428,0.7138508100000001,0.6873350570000001,0.629465284
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Hydro,EJ/yr,,2.6322491,2.7762504999999997,2.9206548,3.120327999999999,3.375283999999999,3.630236,3.88519,4.140149,4.395097,4.522576
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,2.68407834,3.427946781,4.402320839,5.834321769,7.2420047610000005,8.397700845,9.068899172,9.426625443,9.463630022,9.022950181
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Nuclear,EJ/yr,,0.0992628,0.144676994,0.30242882400000004,0.6441316140000001,1.101648842,1.50691381,1.859660005,2.18352801,2.30133422,2.17147442
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Oil,EJ/yr,,0.6701486,0.507505246,0.761135957,0.931137168,0.981181762999999,1.129152425,1.217983142,1.305337754,1.285103379,1.168152034
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Solar,EJ/yr,,0.00016600000000000002,0.134843854,0.368251922,0.872252855999999,1.559124995,2.2734798,2.7354465599999997,2.8608045,2.806658162,2.500750428
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Electricity|Wind,EJ/yr,,0.01605204,0.185417837,0.541458537,1.106765493,1.532284646,1.749754361,1.730767184,1.711821133,1.574539803,1.3701584690000002
GCAM 4.2,SSP5-Baseline,Latin American countries,Secondary Energy|Hydrogen,EJ/yr,,0.0,0.044584133000000005,0.15073061000000001,0.31704187,0.521007598999998,0.666526999,0.7948633220000001,0.895157472999999,0.9631098830000001,0.9680907390000001
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity,GW,,1611.0993741434,1959.84128734354,2425.66768475983,2935.14292619927,3387.78079915037,3821.706908647311,4232.54562242927,4616.58632074604,4916.05776388041,5129.81523438358
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Biomass,GW,,19.47607258371389,18.7047957889396,25.4597581731988,35.3270144438103,47.8435987442922,61.2956098982115,77.12109323471591,90.7717417395992,104.984409008752,113.717057648402
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Coal,GW,,463.145492453069,598.8770880898011,692.035747518708,798.61076186739,949.517006278538,1121.35420483733,1320.05786533644,1479.7055276113,1675.28515981735,1829.82130541286
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Gas,GW,,347.871071156773,417.153351122526,517.715179667682,643.010010305682,791.901842180365,856.8128451610851,905.784121480212,1018.7341771309,1041.64365407788,1098.6424459348
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Nuclear,GW,,262.545182930266,324.221299114945,398.240283767405,486.125109574947,574.837295648007,654.084399487006,732.095694867242,764.8849917554539,760.638317407971,710.707681520943
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Oil,GW,,235.766717402334,36.5419491216387,30.8793170899924,37.48838680397,39.785073328894,42.3566213613013,49.2419597047818,70.4458275066591,79.3775085220066,87.000032542174
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Solar,GW,,17.180225159981,81.5364054219988,112.744389879866,153.92404048787,202.076709032588,307.66985030746,404.689030095634,465.401339166842,512.893387008651,523.134039354276
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Wind,GW,,71.763282627866,267.402247871921,417.800840585225,540.2857407958879,533.177191753835,523.070359734377,482.705763254693,459.598630266414,468.461243658042,492.113895611365
GCAM 4.2,SSP5-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4,Mt CH4/yr,,63.763727695,68.430240881,77.983803174,87.89276017,99.255740215,106.721591609,111.97922649,126.204985454,136.538241144,102.765631825
